,project_id,program,unit_type,affordability_start_year,affordability_expiration_year,longitude,latitude,total_units,total_affordable_units
324,4984,Developer Incentive,Single Family,2006,2007,-97.693614,30.198678,1,1
325,4176,Developer Incentive,Single Family,2009,2010,-97.70020294,30.29210091,1,1
326,5121,Developer Incentive,Single Family,2011,2012,-97.697632,30.197871000000003,1,1
327,4127,Developer Incentive,Single Family,2008,2009,-97.70310211,30.29439926,1,1
328,4153,Developer Incentive,Single Family,2008,2009,-97.70290375,30.29310036,1,1
329,3398,NHCD Program,Single Family,2011,2047,-97.6185709061062,30.172165767266,1,1
330,3294,NHCD Program,Multifamily,2009,2108,-97.7235097123333,30.331229250761698,37,37
331,3654,NHCD Program,Single Family,2007,2017,-97.6922475665383,30.2284851627142,1,1
332,3388,NHCD Program,Multifamily,2014,2054,-97.7755165142672,30.2469873500171,107,107
333,5386,Developer Incentive,Single Family,2008,2009,-97.69416600000001,30.200703000000004,1,1
334,3814,Developer Incentive,Multifamily,2013,2014,-97.75892900000001,30.237685,62,6
335,3622,Developer Incentive,Multifamily,2017,2058,-97.7251428867645,30.260851824126394,332,51
336,5083,Developer Incentive,Single Family,2009,2019,-97.695856,30.199716,1,1
337,4465,NHCD Program,Multifamily,2016,2115,-97.703014,30.269267,35,35
338,3368,NHCD Program,Single Family,2012,2022,-97.6469823529756,30.294843753431696,1,1
339,5134,Developer Incentive,Single Family,2012,2013,-97.70065699999999,30.198684999999998,1,1
340,4189,Developer Incentive,Single Family,2009,2010,-97.70079803,30.29170036,1,1
341,3353,NHCD Program,Single Family,2012,2022,-97.64830357333858,30.2936351887991,1,1
342,5179,Developer Incentive,Single Family,2013,2014,-97.701357,30.197886999999998,1,1
343,4939,Developer Incentive,Single Family,2014,2015,-97.76739599999999,30.143158000000003,1,1
344,3340,NHCD Program,Single Family,2014,2024,-97.64823802593392,30.2937663299211,1,1
345,5009,Developer Incentive,Single Family,2007,2008,-97.695311,30.196931,1,1
346,3802,Developer Incentive,Single Family,2014,2015,-97.69415699999999,30.240208000000003,1,1
347,5548,NHCD Program,Multifamily,2018,2117,-97.72018,30.274379999999997,1,1
348,4193,Developer Incentive,Single Family,2008,2009,-97.70200348,30.29080009,1,1
349,3281,NHCD Program,Single Family,2003,2023,-97.72184557843,30.2800249156769,1,1
350,4262,Developer Incentive,Single Family,2011,2012,-97.70050049,30.29140091,1,1
351,3272,NHCD Program,Multifamily,2009,2059,-97.69720339908709,30.2841327389135,22,22
352,3299,NHCD Program,Multifamily,2006,2016,-97.7176936693238,30.332539118709196,15,15
353,4287,Developer Incentive,Single Family,2014,2015,-97.70249939,30.29680061,1,1
354,4883,Developer Incentive,Single Family,2011,2012,-97.768938,30.138171999999997,1,1
355,4466,NHCD Program,Single Family,2018,2117,-97.702534,30.269239000000002,1,1
356,3470,NHCD Program,Single Family,2009,2019,-97.75935599342492,30.1782562174302,1,1
357,4380,Developer Incentive,Single Family,2013,2014,-97.70230103,30.29980087,1,1
358,5043,Developer Incentive,Single Family,2007,2008,-97.69266999999999,30.200484000000003,1,1
359,5333,Developer Incentive,Single Family,2017,2018,-97.698656,30.295271000000003,1,1
360,5077,Developer Incentive,Single Family,2008,2009,-97.696324,30.197591999999997,1,1
361,4221,Developer Incentive,Single Family,2014,2015,-97.70099640000001,30.29630089,1,1
362,4142,Developer Incentive,Single Family,2009,2010,-97.70290375,30.293800035,1,1
363,5059,Developer Incentive,Single Family,2008,2009,-97.697051,30.197626,1,1
364,4195,Developer Incentive,Single Family,2008,2009,-97.70159912,30.29080009,1,1
365,4205,Developer Incentive,Single Family,2012,2013,-97.70130157,30.29680061,1,1
366,5023,Developer Incentive,Single Family,2007,2008,-97.693485,30.197308000000003,1,1
367,3454,NHCD Program,Single Family,2009,2019,-97.7583306492022,30.177806548055898,1,1
368,4933,Developer Incentive,Single Family,2014,2015,-97.76864499999999,30.143141999999997,1,1
369,3241,NHCD Program,Single Family,2005,2025,-97.71726546518542,30.2570698735729,1,1
370,4517,NHCD Program,Single Family,2016,2026,-97.83030500000001,30.192655,1,1
371,4143,Developer Incentive,Single Family,2008,2009,-97.70290375,30.29380035,1,1
372,4030,Developer Incentive,Single Family,2015,2016,-97.69599915,30.29269981,1,1
373,5069,Developer Incentive,Single Family,2008,2018,-97.694148,30.200677000000002,1,1
374,4361,Developer Incentive,Single Family,2013,2014,-97.70159912,30.29800034,1,1
375,4911,Developer Incentive,Single Family,2012,2013,-97.76598800000001,30.140907000000002,1,1
376,3266,NHCD Program,FourPlex,2009,2108,-97.67891099275309,30.3055821970179,4,4
377,4039,Developer Incentive,Single Family,2015,2016,-97.69699859999999,30.29220009,1,1
378,3874,Developer Incentive,Single Family,2018,2019,-97.681185,30.267709999999997,1,1
379,5459,NHCD Program,Single Family,1993,2023,-97.722927,30.266657000000002,1,1
380,4097,Developer Incentive,Single Family,2008,2009,-97.70529938,30.29330063,1,1
381,4309,Developer Incentive,Single Family,2013,2014,-97.70269775,30.29850006,1,1
382,3914,NHCD Program,Single Family,2015,2114,-97.72995,30.270633,1,1
383,4863,Developer Incentive,Single Family,2010,2011,-97.76814399999999,30.138725,1,1
384,4470,NHCD Program,Single Family,2018,2117,-97.702321,30.269144,1,1
385,4788,Developer Incentive,Single Family,2007,2008,-97.770131,30.13983,1,1
386,3932,Developer Incentive,Multifamily,2016,2057,-97.749563,30.265385,439,50
387,4783,Developer Incentive,Single Family,2007,2008,-97.76954,30.140428999999997,1,1
388,5331,Developer Incentive,Single Family,2017,2018,-97.698649,30.295071999999998,1,1
389,4354,Developer Incentive,Single Family,2013,2014,-97.70159912,30.29750061,1,1
390,5340,Developer Incentive,Single Family,2017,2018,-97.69905200000001,30.295161,1,1
391,3490,Private Activity Bonds,Multifamily,1999,2019,-97.71337402929859,30.3011693419415,90,81
392,4162,Developer Incentive,Single Family,2016,2017,-97.69789886,30.29459953,1,1
393,3319,NHCD Program,Single Family,2009,2049,-97.6841907066182,30.2591331562492,1,1
394,5463,NHCD Program,Single Family,1993,2023,-97.72366,30.265931,1,1
395,3741,Private Activity Bonds,Multifamily,2016,2031,-97.633042,30.204703000000002,240,216
396,4254,Developer Incentive,Single Family,2009,2010,-97.70240021,30.29339981,1,1
397,5078,Developer Incentive,Single Family,2008,2009,-97.693701,30.200752,1,1
398,5040,Developer Incentive,Single Family,2007,2008,-97.696197,30.196612,1,1
399,4351,Developer Incentive,Single Family,2014,2015,-97.70189667,30.29920006,1,1
400,4800,Developer Incentive,Single Family,2007,2008,-97.766954,30.139419,1,1
401,4090,Developer Incentive,Single Family,2008,2009,-97.70410156,30.29319954,1,1
402,5165,Developer Incentive,Single Family,2013,2014,-97.701973,30.197621,1,1
403,5137,Developer Incentive,Single Family,2012,2013,-97.701346,30.198822999999997,1,1
404,3575,Developer Incentive,Multifamily,2011,2026,-97.74552828029958,30.2916194866166,7,1
405,4019,Developer Incentive,Single Family,2014,2015,-97.70110321,30.30080032,1,1
406,4414,Developer Incentive,Single Family,2016,2017,-97.761125,30.179759999999998,1,1
407,4876,Developer Incentive,Single Family,2010,2011,-97.768403,30.138835999999998,1,1
408,4784,Developer Incentive,Single Family,2007,2008,-97.767375,30.140559000000003,1,1
409,3666,NHCD Program,Single Family,2009,2019,-97.69273724493651,30.228230756932202,1,1
410,5547,NHCD Program,Multifamily,2018,2117,-97.72018,30.274379999999997,1,1
411,4492,NHCD Program,Single Family,2017,2027,-97.83030500000001,30.192655,1,1
412,4399,Developer Incentive,Single Family,2016,2017,-97.69650269,30.294200899999996,1,1
413,4999,Developer Incentive,Single Family,2007,2008,-97.69406,30.197621999999996,1,1
414,4415,Developer Incentive,Single Family,2016,2017,-97.76099599999999,30.17973,1,1
415,5015,Developer Incentive,Single Family,2007,2008,-97.69483699999999,30.19685,1,1
416,4067,Developer Incentive,Single Family,2016,2017,-97.69589996,30.29430008,1,1
417,5522,Developer Incentive,Single Family,2018,2019,-97.698522,30.297867,1,1
418,4242,Developer Incentive,Single Family,2009,2010,-97.70140076,30.29450035,1,1
419,4297,Developer Incentive,Single Family,2014,2015,-97.70059967,30.29710007,1,1
420,3298,NHCD Program,Multifamily,2013,2112,-97.7642027614895,30.2547309646977,40,40
421,4349,Developer Incentive,Single Family,2014,2015,-97.70140076,30.29920006,1,1
422,4192,Developer Incentive,Single Family,2008,2009,-97.70200348,30.29089928,1,1
423,3419,NHCD Program,Single Family,2009,2019,-97.681965201987,30.311236306717202,1,1
424,5132,Developer Incentive,Single Family,2011,2012,-97.697066,30.196175,1,1
425,4843,Developer Incentive,Single Family,2008,2009,-97.766563,30.138765000000003,1,1
426,3630,NHCD Program,Single Family,2016,2031,-97.69826943457491,30.238166231384803,1,1
427,3238,NHCD Program,Single Family,2005,2025,-97.71440877561449,30.2558854868315,1,1
428,3342,NHCD Program,Single Family,2014,2024,-97.6481888504244,30.2939013895412,1,1
429,5030,Developer Incentive,Single Family,2007,2008,-97.695941,30.196398,1,1
430,4066,Developer Incentive,Single Family,2016,2017,-97.69619751,30.29430008,1,1
431,3286,NHCD Program,Duplex,2006,2016,-97.721856721313,30.281370066872302,2,2
432,4220,Developer Incentive,Single Family,2011,2012,-97.70120239,30.29630089,1,1
433,5125,Developer Incentive,Single Family,2011,2012,-97.70100500000001,30.199556,1,1
434,3828,Developer Incentive,Multifamily,2018,2058,-97.787767,30.238968,308,31
435,3267,NHCD Program,Multifamily,2009,2110,-97.7843942141951,30.2365889139842,47,47
436,4325,Developer Incentive,Single Family,2014,2015,-97.70089722,30.29879951,1,1
437,5169,Developer Incentive,Single Family,2013,2014,-97.701922,30.198476,1,1
438,4359,Developer Incentive,Single Family,2013,2014,-97.7016983,30.29770088,1,1
439,3569,Developer Incentive,Multifamily,2008,2023,-97.7436671748325,30.2950720832625,85,18
440,4200,Developer Incentive,Single Family,2009,2010,-97.70120239,30.29080009,1,1
441,3610,Developer Incentive,Multifamily,2018,2058,-97.76384152748291,30.2529251388769,350,35
442,4775,Developer Incentive,Single Family,2007,2008,-97.77,30.140265999999997,1,1
443,4523,NHCD Program,Single Family,2016,2026,-97.83030500000001,30.192655,1,1
444,3441,NHCD Program,Single Family,2009,2019,-97.6815240354726,30.310471485435,1,1
445,3664,NHCD Program,Single Family,2008,2018,-97.690409148942,30.2306857889498,1,1
446,4831,Developer Incentive,Single Family,2008,2009,-97.766601,30.139231,1,1
447,5328,Developer Incentive,Single Family,2017,2018,-97.69907099999999,30.294896,1,1
448,3251,NHCD Program,Single Family,2006,2026,-97.7459847828035,30.194786673842696,7,7
449,3755,Developer Incentive,Multifamily,2018,2058,-97.744783,30.283589000000003,464,48
450,3367,NHCD Program,Single Family,2012,2022,-97.6471609619345,30.294061074381197,1,1
451,3257,NHCD Program,Duplex,2008,2048,-97.710236739434,30.268607018035496,2,2
452,5029,Developer Incentive,Single Family,2007,2008,-97.692264,30.200004999999997,1,1
453,4258,Developer Incentive,Single Family,2009,2010,-97.70249939,30.29369926,1,1
454,4123,Developer Incentive,Single Family,2009,2010,-97.70500183,30.29439926,1,1
455,4977,Developer Incentive,Single Family,2006,2007,-97.69493299999999,30.195638,1,1
456,5167,Developer Incentive,Single Family,2013,2014,-97.702124,30.198323,1,1
457,4163,Developer Incentive,Single Family,2016,2017,-97.69779968,30.29459953,1,1
458,3260,NHCD Program,Multifamily,2009,2108,-97.67995126500901,30.3049271405972,46,46
459,4194,Developer Incentive,Single Family,2009,2010,-97.70200348,30.29050064,1,1
460,5624,Developer Incentive,Multifamily,2019,2118,-97.72066,30.28374,1,1
461,4114,Developer Incentive,Single Family,2008,2009,-97.70320129,30.29059982,1,1
462,3459,NHCD Program,Single Family,2009,2019,-97.75846539120909,30.178348869599,1,1
463,3357,NHCD Program,Single Family,2012,2022,-97.6467448556384,30.2964073850361,1,1
464,3584,Developer Incentive,Multifamily,2013,2028,-97.74649448731572,30.290996951879997,139,14
465,3623,Developer Incentive,Multifamily,2018,2117,-97.715425,30.337915000000002,10,1
466,3588,Developer Incentive,Multifamily,2014,2030,-97.74618319457399,30.283296418393697,141,28
467,5464,NHCD Program,Single Family,1993,2023,-97.723292,30.2657,1,1
468,3328,NHCD Program,Single Family,2011,2021,-97.64834448040008,30.2934999834267,1,1
469,4779,Developer Incentive,Single Family,2007,2008,-97.768332,30.140231,1,1
470,5358,Developer Incentive,Single Family,2017,2018,-97.69865899999999,30.299968,1,1
471,3675,NHCD Program,Single Family,2008,2018,-97.69124102530458,30.229584488727497,1,1
472,3492,NHCD Program,Multifamily,2013,2112,-97.78266876011179,30.240275740263602,10,10
473,5352,Developer Incentive,Single Family,2017,2018,-97.699597,30.299934999999998,1,1
474,4955,Developer Incentive,Single Family,2016,2017,-97.766632,30.137046,1,1
475,3667,NHCD Program,Single Family,2008,2018,-97.6933108142126,30.228523502904395,1,1
476,4272,Developer Incentive,Single Family,2011,2012,-97.70030212,30.29089928,1,1
477,4971,Developer Incentive,Single Family,2006,2007,-97.69303199999999,30.199127,1,1
478,4799,Developer Incentive,Single Family,2007,2008,-97.768984,30.141432000000002,1,1
479,5112,Developer Incentive,Single Family,2010,2011,-97.697002,30.195511,1,1
480,3754,Developer Incentive,Multifamily,2017,2057,-97.743338,30.289641999999997,46,5
481,5004,Developer Incentive,Single Family,2007,2008,-97.69471999999999,30.1971,1,1
482,5551,NHCD Program,Multifamily,2018,2117,-97.72018,30.274379999999997,1,1
483,4094,Developer Incentive,Single Family,2008,2009,-97.70649719,30.29330063,1,1
484,3421,NHCD Program,Single Family,2010,2020,-97.6821036662605,30.3109075017096,1,1
485,5021,Developer Incentive,Single Family,2007,2008,-97.69551700000001,30.197287,1,1
486,4522,NHCD Program,Single Family,2016,2026,-97.83030500000001,30.192655,1,1
487,4976,Developer Incentive,Single Family,2006,2007,-97.695433,30.195178000000002,1,1
488,4365,Developer Incentive,Single Family,2014,2015,-97.70179749,30.29929924,1,1
489,3670,NHCD Program,Single Family,2009,2019,-97.6915680563415,30.230444562251897,1,1
490,3410,NHCD Program,Single Family,2010,2020,-97.68149648428779,30.3120946601163,1,1
491,3355,NHCD Program,Single Family,2012,2022,-97.6470843309996,30.2959238561481,1,1
492,5354,Developer Incentive,Single Family,2017,2018,-97.699187,30.299870000000002,1,1
493,4078,Developer Incentive,Single Family,2016,2017,-97.69680023,30.29430008,1,1
494,4241,Developer Incentive,Single Family,2009,2010,-97.70140076,30.29450035,1,1
495,3598,Developer Incentive,Multifamily,2016,2056,-97.7379291980952,30.260205393494,326,16
496,4188,Developer Incentive,Single Family,2008,2009,-97.70069885,30.29170036,1,1
497,5026,Developer Incentive,Single Family,2007,2008,-97.695487,30.200144,1,1
498,4252,Developer Incentive,Single Family,2009,2010,-97.70240021,30.29330063,1,1
499,4845,Developer Incentive,Single Family,2009,2010,-97.767986,30.139142,1,1
500,5347,Developer Incentive,Single Family,2017,2018,-97.698403,30.29999,1,1
501,4048,Developer Incentive,Single Family,2018,2019,-97.64723000000001,30.287175,1,1
502,4417,Developer Incentive,Single Family,2016,2017,-97.760715,30.179683,1,1
503,5039,Developer Incentive,Single Family,2007,2008,-97.693282,30.201165999999997,1,1
504,4210,Developer Incentive,Single Family,2012,2013,-97.70189667,30.29680061,1,1
505,3635,NHCD Program,Single Family,2016,2031,-97.6980594008235,30.237751529021,1,1
506,3559,Developer Incentive,Multifamily,2008,2023,-97.74463320639352,30.293277360824398,100,10
507,4923,Developer Incentive,Single Family,2013,2014,-97.769891,30.142569,1,1
508,5170,Developer Incentive,Single Family,2013,2014,-97.700088,30.197190000000003,1,1
509,4473,NHCD Program,Single Family,2018,2117,-97.702271,30.268625,1,1
510,4857,Developer Incentive,Single Family,2009,2010,-97.76756800000001,30.138361,1,1
511,5053,Developer Incentive,Single Family,2008,2009,-97.695178,30.197983,1,1
512,4836,Developer Incentive,Single Family,2008,2009,-97.769403,30.139,1,1
513,4772,Developer Incentive,Single Family,2006,2007,-97.769706,30.141276,1,1
514,5549,NHCD Program,Multifamily,2018,2117,-97.719825,30.275032,1,1
515,3243,NHCD Program,Duplex,2005,2025,-97.7305781128068,30.2684283282867,1,1
516,4951,Developer Incentive,Single Family,2015,2016,-97.766595,30.136470000000003,1,1
517,5061,Developer Incentive,Single Family,2008,2009,-97.693921,30.201134000000003,1,1
518,4106,Developer Incentive,Single Family,2008,2009,-97.70559692,30.29260063,1,1
519,4032,Developer Incentive,Single Family,2015,2016,-97.69550323,30.29229927,1,1
520,3854,Developer Incentive,Multifamily,2019,2059,-97.76854200000001,30.152821999999997,304,304
521,3844,Developer Incentive,Multifamily,2019,2024,-97.65079300000001,30.390822999999997,80,80
522,3458,NHCD Program,Single Family,2009,2019,-97.75856364234959,30.177916736487102,1,1
523,4266,Developer Incentive,Single Family,2011,2012,-97.70079803,30.29140091,1,1
524,4379,Developer Incentive,Single Family,2013,2014,-97.70230103,30.29980087,1,1
525,3502,NHCD Program,Multifamily,2016,2115,-97.689883,30.313425,27,27
526,3605,Developer Incentive,Multifamily,2015,2056,-97.7618567455551,30.2559820527283,441,44
527,4177,Developer Incentive,Single Family,2008,2009,-97.70040131,30.29229927,1,1
528,4083,Developer Incentive,Single Family,2016,2017,-97.6964035,30.29380035,1,1
529,4974,Developer Incentive,Single Family,2006,2007,-97.694412,30.198871999999998,1,1
530,3427,NHCD Program,Single Family,2013,2023,-97.68169658791142,30.3122234194168,1,1
531,3478,NHCD Program,Single Family,2013,2023,-97.6876910158642,30.274318855732798,1,1
532,4505,NHCD Program,Single Family,2015,2025,-97.83030500000001,30.192655,1,1
533,3655,NHCD Program,Single Family,2007,2017,-97.69138426878729,30.228927328758303,1,1
534,4088,Developer Incentive,Single Family,2008,2009,-97.70459747,30.29299927,1,1
535,4418,Developer Incentive,Single Family,2016,2017,-97.760586,30.179646,1,1
536,4085,Developer Incentive,Single Family,2008,2009,-97.70590209999999,30.29369926,1,1
537,4959,Developer Incentive,Single Family,2009,2019,-97.693373,30.198572,1,1
538,4216,Developer Incentive,Single Family,2011,2012,-97.70179749,30.296199800000004,1,1
539,3572,Developer Incentive,Multifamily,2009,2024,-97.74474276580641,30.2842161992591,299,30
540,3649,NHCD Program,Single Family,2007,2017,-97.6931629498786,30.2287477174238,1,1
541,3760,Developer Incentive,Multifamily,2020,2025,-97.67551999999999,30.348196,263,263
542,5467,NHCD Program,Single Family,1993,2023,-97.723201,30.266259,1,1
543,5005,Developer Incentive,Single Family,2007,2008,-97.69237,30.199585,1,1
544,4368,Developer Incentive,Single Family,2013,2014,-97.70149994,30.29990005,1,1
545,4810,Developer Incentive,Single Family,2007,2008,-97.767511,30.139746000000002,1,1
546,4118,Developer Incentive,Single Family,2008,2009,-97.70459747,30.29439926,1,1
547,3320,NHCD Program,Single Family,2009,2049,-97.684129443253,30.258630468790603,1,1
548,4034,Developer Incentive,Single Family,2015,2016,-97.69556024200001,30.29229927,1,1
549,4270,Developer Incentive,Single Family,2011,2012,-97.70030212,30.29089928,1,1
550,3951,Developer Incentive,Single Family,2016,2056,-97.727745,30.272365,1,1
551,4310,Developer Incentive,Single Family,2013,2014,-97.70259857,30.29850006,1,1
552,4222,Developer Incentive,Single Family,2011,2012,-97.70099640000001,30.29630089,1,1
553,4215,Developer Incentive,Single Family,2011,2012,-97.70179749,30.296199800000004,1,1
554,3303,NHCD Program,Multifamily,2011,2110,-97.7248304939111,30.2727037607574,100,100
555,5081,Developer Incentive,Single Family,2009,2010,-97.69544499999999,30.198095000000002,1,1
556,3290,NHCD Program,Single Family,2009,2019,-97.7230348223138,30.282364944770602,1,1
557,3352,NHCD Program,Single Family,2012,2022,-97.6480204887711,30.293278306624302,1,1
558,5071,Developer Incentive,Single Family,2008,2009,-97.693083,30.200252000000003,1,1
559,4856,Developer Incentive,Single Family,2009,2010,-97.7698,30.138701,1,1
560,5149,Developer Incentive,Single Family,2013,2014,-97.701838,30.197539000000003,1,1
561,3920,Developer Incentive,Multifamily,2009,2028,-97.72493,30.400623,390,39
562,3429,NHCD Program,Single Family,2010,2020,-97.68159355500559,30.311345813136302,1,1
563,3485,Private Activity Bonds,Multifamily,1997,2017,-97.6965679429415,30.346648024969603,288,251
564,5487,Developer Incentive,Single Family,2020,2060,-97.718991,30.264685999999998,1,1
565,4386,Developer Incentive,Single Family,2013,2014,-97.70079803,30.29990005,1,1
566,4444,NHCD Program,Duplex,2017,2116,-97.7285,30.265453000000004,2,2
567,3632,NHCD Program,Single Family,2016,2031,-97.6983545387843,30.238089926833002,1,1
568,4275,Developer Incentive,Single Family,2011,2012,-97.70030212,30.29089928,1,1
569,4179,Developer Incentive,Single Family,2009,2010,-97.70159912,30.29050064,1,1
570,4203,Developer Incentive,Single Family,2012,2013,-97.70099640000001,30.29680061,1,1
571,4035,Developer Incentive,Single Family,2015,2016,-97.69560242,30.29249954,1,1
572,4928,Developer Incentive,Single Family,2013,2014,-97.766803,30.141399,1,1
573,3250,NHCD Program,Single Family,2002,2022,-97.7459847828035,30.194786673842696,3,3
574,4884,Developer Incentive,Single Family,2011,2012,-97.766349,30.138648,1,1
575,4065,Developer Incentive,Single Family,2016,2017,-97.69619751,30.29420009,1,1
576,3379,NHCD Program,Duplex,2016,2115,-97.8215019883972,30.180652347617603,2,2
577,4886,Developer Incentive,Single Family,2011,2011,-97.768731,30.13862,1,1
578,4201,Developer Incentive,Single Family,2009,2010,-97.70120239,30.29070091,1,1
579,4151,Developer Incentive,Single Family,2008,2009,-97.70290375,30.29319954,1,1
580,4213,Developer Incentive,Single Family,2011,2012,-97.70210266,30.296199800000004,1,1
581,3885,Developer Incentive,Single Family,2017,2018,-97.761361,30.179799,1,1
582,4367,Developer Incentive,Single Family,2013,2014,-97.70159912,30.299600599999998,1,1
583,3228,NHCD Program,Multifamily,2002,2022,-97.76422388857429,30.2553062066707,30,30
584,3918,Developer Incentive,Multifamily,2019,2059,-97.725487,30.26298,115,20
585,4138,Developer Incentive,Single Family,2008,2009,-97.70400238,30.29439926,1,1
586,4209,Developer Incentive,Single Family,2012,2013,-97.70189667,30.29680061,1,1
587,4446,NHCD Program,ADU,2017,2116,-97.708853,30.260303000000004,1,1
588,4053,Developer Incentive,Single Family,2015,2016,-97.69650269,30.29220009,1,1
589,4217,Developer Incentive,Single Family,2011,2012,-97.7014994,30.29630089,1,1
590,4196,Developer Incentive,Single Family,2008,2009,-97.70159912,30.29100037,1,1
591,4808,Developer Incentive,Single Family,2007,2008,-97.768612,30.140797999999997,1,1
592,4126,Developer Incentive,Single Family,2008,2009,-97.70300293,30.29439926,1,1
593,5129,Developer Incentive,Single Family,2011,2012,-97.698063,30.197741999999998,1,1
594,5052,Developer Incentive,Single Family,2008,2009,-97.694846,30.200688,1,1
595,3659,NHCD Program,Single Family,2008,2018,-97.69119323817391,30.230061213642802,1,1
596,3397,NHCD Program,Multifamily,2009,2049,-97.75626079795309,30.2422224737444,173,173
597,4259,Developer Incentive,Single Family,2009,2010,-97.70249939,30.29380035,1,1
598,3295,NHCD Program,Multifamily,2010,2030,-97.7357455695742,30.275598830627604,24,24
599,4021,Developer Incentive,Single Family,2014,2015,-97.70069885,30.30080032,1,1
600,4330,Developer Incentive,Single Family,2014,2015,-97.70220184,30.29879951,1,1
601,4841,Developer Incentive,Single Family,2008,2009,-97.767515,30.1393,1,1
602,3683,NHCD Program,Single Family,2016,2031,-97.73283498753808,30.268072601579103,1,1
603,4796,Developer Incentive,Single Family,2007,2008,-97.7609,30.141046000000003,1,1
604,4204,Developer Incentive,Single Family,2012,2013,-97.70099640000001,30.29680061,1,1
605,4076,Developer Incentive,Single Family,2016,2017,-97.69680023,30.294200899999996,1,1
606,4384,Developer Incentive,Single Family,2013,2014,-97.70099640000001,30.29990005,1,1
607,4874,Developer Incentive,Single Family,2010,2011,-97.768126,30.139652,1,1
608,4332,Developer Incentive,Single Family,2014,2015,-97.70240021,30.29879951,1,1
609,4383,Developer Incentive,Single Family,2013,2014,-97.70110321,30.29990005,1,1
610,3415,NHCD Program,Single Family,2009,2019,-97.68218108394291,30.3121164666005,1,1
611,5332,Developer Incentive,Single Family,2017,2018,-97.698601,30.295071999999998,1,1
612,4190,Developer Incentive,Single Family,2008,2009,-97.70120239,30.29170036,1,1
613,5032,Developer Incentive,Single Family,2007,2008,-97.692856,30.199615,1,1
614,3284,NHCD Program,Single Family,2003,2023,-97.72259173026659,30.2823954412867,1,1
615,4427,Developer Incentive,Single Family,2014,2015,-97.760749,30.179288,1,1
616,4058,Developer Incentive,Single Family,2016,2017,-97.69609833,30.29249954,1,1
617,4020,Developer Incentive,Single Family,2014,2015,-97.70110321,30.30080032,1,1
618,4130,Developer Incentive,Single Family,2009,2010,-97.70330048,30.29439926,1,1
619,4191,Developer Incentive,Single Family,2009,2010,-97.70140076,30.29170036,1,1
620,3751,Developer Incentive,Multifamily,2018,2023,-97.75509,30.421089000000002,24,24
621,4212,Developer Incentive,Single Family,2012,2013,-97.70220184,30.29669952,1,1
622,4211,Developer Incentive,Single Family,2012,2013,-97.70220184,30.29669952,1,1
623,4171,Developer Incentive,Single Family,2008,2009,-97.70089722,30.29520035,1,1
624,5342,Developer Incentive,Single Family,2017,2018,-97.698502,30.299984999999996,1,1
625,4914,Developer Incentive,Single Family,2012,2013,-97.76779599999999,30.141854,1,1
626,3343,NHCD Program,Single Family,2014,2024,-97.64802548793631,30.294433717647,1,1
627,3625,Developer Incentive,Multifamily,2017,2116,-97.7250220502279,30.263268452405,14,0
628,4804,Developer Incentive,Single Family,2007,2008,-97.76929100000001,30.139846999999996,1,1
629,4925,Developer Incentive,Single Family,2013,2014,-97.764629,30.139718,1,1
630,4889,Developer Incentive,Single Family,2011,2012,-97.76836,30.141572999999998,1,1
631,4373,Developer Incentive,Single Family,2014,2015,-97.70179749,30.29980087,1,1
632,4157,Developer Incentive,Single Family,2016,2017,-97.69830322,30.29459953,1,1
633,4922,Developer Incentive,Single Family,2013,2014,-97.76694,30.140493,1,1
634,4901,Developer Incentive,Single Family,2012,2013,-97.76742800000001,30.141316999999997,1,1
635,4511,NHCD Program,Single Family,2016,2026,-97.83030500000001,30.192655,1,1
636,4463,NHCD Program,Duplex,2013,2112,-97.703051,30.269696999999997,2,2
637,3668,NHCD Program,Single Family,2008,2018,-97.69325652765059,30.2286486255474,1,1
638,4055,Developer Incentive,Single Family,2015,2016,-97.69660187,30.29249954,1,1
639,4518,NHCD Program,Single Family,2016,2026,-97.83030500000001,30.192655,1,1
640,3435,NHCD Program,Single Family,2013,2023,-97.68149648428779,30.3120946601163,1,1
641,3443,NHCD Program,Single Family,2010,2020,-97.6815891149979,30.310706806936498,1,1
642,4273,Developer Incentive,Single Family,2011,2012,-97.70030212,30.29089928,1,1
643,4313,Developer Incentive,Single Family,2013,2014,-97.70240021,30.29850006,1,1
644,4972,Developer Incentive,Single Family,2006,2007,-97.695525,30.199251,1,1
645,4011,Developer Incentive,Single Family,2014,2015,-97.70110321,30.30060005,1,1
646,3600,Developer Incentive,Multifamily,2010,2050,-97.7404500075392,30.327582188450798,174,17
647,3444,NHCD Program,Single Family,2009,2019,-97.6811658958673,30.3109869517518,1,1
648,4500,NHCD Program,Single Family,2016,2026,-97.83030500000001,30.192655,1,1
649,4915,Developer Incentive,Single Family,2012,2013,-97.76615100000001,30.140846000000003,1,1
650,4129,Developer Incentive,Single Family,2008,2009,-97.70330048,30.29439926,1,1
651,4954,Developer Incentive,Single Family,2016,2017,-97.76526700000001,30.137309000000002,1,1
652,4921,Developer Incentive,Single Family,2013,2014,-97.765785,30.139716999999997,1,1
653,5180,Developer Incentive,Single Family,2013,2014,-97.703066,30.198101,1,1
654,5046,Developer Incentive,Single Family,2007,2008,-97.692776,30.201203999999997,1,1
655,5400,NHCD Program,Multifamily,2018,2117,-97.719825,30.275032,1,1
