ProgramYear,CEID,CEName,CECounty,TypeOfAgency,TypeOfSNPOrg,SiteName,ClaimDate,EnrollmentQty,FreeEligibleQty,ReducedEligibleQty,PaidEligibleQty,TotalReimbursement
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,CAMPBELL EL,05/01/2019 12:00:00 AM,193.0,193.0,0.0,0.0,142124.1
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,CASEY EL,05/01/2019 12:00:00 AM,609.0,369.0,56.0,184.0,293309.25999999995
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,CASIS EL,05/01/2019 12:00:00 AM,754.0,64.0,0.0,690.0,28600.42
2018-2019,1071,EANES ISD,TRAVIS,Educational Institution,Public,CEDAR CREEK EL,05/01/2019 12:00:00 AM,529.0,24.0,0.0,505.0,15428.89
2018-2019,1061,CEDARS INTERNATIONAL ACADEMY,TRAVIS,Educational Institution,Charter,CEDARS ACADEMY NEXT GENERATION H S AT HIGHLAND,05/01/2019 12:00:00 AM,152.0,96.0,10.0,46.0,82310.93999999999
2018-2019,1061,CEDARS INTERNATIONAL ACADEMY,TRAVIS,Educational Institution,Charter,CEDARS INTERNATIONAL ACADEMY,05/01/2019 12:00:00 AM,392.0,325.0,18.0,50.0,217042.11
2018-2019,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,CELE M S,05/01/2019 12:00:00 AM,1160.0,375.0,100.0,685.0,305847.31
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,CLAYTON EL,05/01/2019 12:00:00 AM,830.0,27.0,2.0,801.0,26540.239999999998
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,COOK EL,05/01/2019 12:00:00 AM,510.0,510.0,0.0,0.0,358225.19
2018-2019,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,COPPERFIELD EL,05/01/2019 12:00:00 AM,410.0,281.0,48.0,81.0,271277.57
2018-2019,1249,TEXAS JUVENILE JUSTICE DEPARTMENT,TRAVIS,Government Agency,RCCI,COTTRELL HOUSE,06/01/2019 12:00:00 AM,27.0,27.0,0.0,0.0,35324.99999999999
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,COVINGTON MIDDLE,05/01/2019 12:00:00 AM,711.0,366.0,63.0,282.0,174853.69999999998
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,COWAN ELEMENTARY,05/01/2019 12:00:00 AM,822.0,269.0,36.0,517.0,147547.83
2018-2019,1072,DEL VALLE ISD,TRAVIS,Educational Institution,Public,CREEDMOOR EL,06/01/2019 12:00:00 AM,573.0,454.0,62.0,58.0,433131.55000000005
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,CROCKETT H S,05/01/2019 12:00:00 AM,1459.0,841.0,138.0,479.0,304238.41000000003
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,CUNNINGHAM EL,05/01/2019 12:00:00 AM,451.0,240.0,39.0,172.0,180475.97000000003
2018-2019,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,Casa Antigua - San Benito,06/01/2019 12:00:00 AM,271.0,271.0,0.0,0.0,545485.3700000001
2018-2019,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,Casa Grande - San Benito,06/01/2019 12:00:00 AM,235.0,235.0,0.0,0.0,518428.23999999993
2018-2019,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,Casa Montezuma,06/01/2019 12:00:00 AM,196.0,196.0,0.0,0.0,424663.57999999996
2018-2019,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,Casa Padre,06/01/2019 12:00:00 AM,1399.0,1399.0,0.0,0.0,3184149.25
2018-2019,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,Casa Quetzal - Houston,06/01/2019 12:00:00 AM,248.0,248.0,0.0,0.0,551284.85
2018-2019,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,Casa Sunzal - Houston,06/01/2019 12:00:00 AM,421.0,421.0,0.0,0.0,61525.12
2018-2019,1072,DEL VALLE ISD,TRAVIS,Educational Institution,Public,DAILEY MIDDLE,06/01/2019 12:00:00 AM,861.0,686.0,80.0,94.0,540704.78
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,DAVIS EL,05/01/2019 12:00:00 AM,741.0,203.0,18.0,520.0,96078.12999999999
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,DAWSON EL,05/01/2019 12:00:00 AM,422.0,273.0,14.0,135.0,218582.86
2018-2019,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,DEARING ELEMENTARY,05/01/2019 12:00:00 AM,642.0,286.0,49.0,306.0,226270.32
2018-2019,1070,MANOR ISD,TRAVIS,Educational Institution,Public,DECKER ELEMENTARY,05/01/2019 12:00:00 AM,443.0,374.0,30.0,38.0,300452.0
2018-2019,1070,MANOR ISD,TRAVIS,Educational Institution,Public,DECKER MIDDLE SCHOOL,05/01/2019 12:00:00 AM,728.0,526.0,78.0,124.0,374157.41
2018-2019,1072,DEL VALLE ISD,TRAVIS,Educational Institution,Public,DEL VALLE ELEMENTARY,06/01/2019 12:00:00 AM,654.0,475.0,88.0,90.0,444311.73
2018-2019,1072,DEL VALLE ISD,TRAVIS,Educational Institution,Public,DEL VALLE H S,06/01/2019 12:00:00 AM,3179.0,2132.0,317.0,730.0,1158975.92
2018-2019,1072,DEL VALLE ISD,TRAVIS,Educational Institution,Public,DEL VALLE J H,06/01/2019 12:00:00 AM,899.0,639.0,102.0,159.0,503407.73000000004
2018-2019,1072,DEL VALLE ISD,TRAVIS,Educational Institution,Public,DEL VALLE OPPORTUNITY CTR,06/01/2019 12:00:00 AM,162.0,133.0,7.0,22.0,55296.78
2018-2019,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,DELCO PRIMARY,05/01/2019 12:00:00 AM,622.0,500.0,40.0,82.0,432551.36
2018-2019,1398,The SAFE Alliance,TRAVIS,Private Non Profit Organization,RCCI,DELL COTTAGE,06/01/2019 12:00:00 AM,12.0,12.0,0.0,0.0,16546.39
2018-2019,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,DESSAU EL,05/01/2019 12:00:00 AM,555.0,415.0,61.0,79.0,396521.7299999999
2018-2019,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,DESSAU MIDDLE SCHOOL,05/01/2019 12:00:00 AM,855.0,601.0,98.0,156.0,442241.12
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,DOBIE MIDDLE,05/01/2019 12:00:00 AM,597.0,524.0,26.0,47.0,282304.3
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,DOBIE PK CENTER,05/01/2019 12:00:00 AM,219.0,219.0,0.0,0.0,181706.03999999998
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,DOSS EL,05/01/2019 12:00:00 AM,830.0,149.0,25.0,656.0,104681.81
2018-2019,1071,EANES ISD,TRAVIS,Educational Institution,Public,EANES EL,05/01/2019 12:00:00 AM,642.0,10.0,2.0,630.0,13725.35
2018-2019,1067,EAST AUSTIN COLLEGE PREP ACADEMY,TRAVIS,Educational Institution,Charter,EAST AUSTIN COLLEGE PREP ACADEMY,06/01/2019 12:00:00 AM,177.0,170.0,0.0,7.0,141113.11
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,EASTSIDE MEMORIAL AT THE JOHNSTON CAMPUS,05/01/2019 12:00:00 AM,470.0,331.0,25.0,113.0,142552.38
2018-2019,1249,TEXAS JUVENILE JUSTICE DEPARTMENT,TRAVIS,Government Agency,RCCI,EVINS REGIONAL JUVENILE CENTER,06/01/2019 12:00:00 AM,131.0,131.0,0.0,0.0,215997.08
2018-2019,1070,MANOR ISD,TRAVIS,Educational Institution,Public,EXCEL HIGH SCHOOL,05/01/2019 12:00:00 AM,97.0,70.0,3.0,24.0,38942.2
2018-2019,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,El Presidente - Brownsville,06/01/2019 12:00:00 AM,352.0,352.0,0.0,0.0,741253.5599999999
2018-2019,1071,EANES ISD,TRAVIS,Educational Institution,Public,FOREST TRAIL EL,05/01/2019 12:00:00 AM,570.0,18.0,0.0,552.0,15150.13
2018-2019,1249,TEXAS JUVENILE JUSTICE DEPARTMENT,TRAVIS,Government Agency,RCCI,GAINESVILLE STATE SCHOOL,06/01/2019 12:00:00 AM,193.0,193.0,0.0,0.0,333950.96
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,GALINDO EL,05/01/2019 12:00:00 AM,641.0,641.0,0.0,0.0,381974.78
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,GARCIA YMLA,05/01/2019 12:00:00 AM,431.0,369.0,28.0,34.0,270251.34
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,GARZA INDEPENDENCE H S,06/01/2019 12:00:00 AM,173.0,56.0,8.0,110.0,16478.61
2018-2019,1249,TEXAS JUVENILE JUSTICE DEPARTMENT,TRAVIS,Government Agency,RCCI,GIDDINGS STATE SCHOOL,06/01/2019 12:00:00 AM,247.0,247.0,0.0,0.0,430871.8899999999
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,GORZYCKI MIDDLE SCHOOL,05/01/2019 12:00:00 AM,1284.0,66.0,9.0,1208.0,37873.46000000001
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,GOVALLE EL,05/01/2019 12:00:00 AM,377.0,377.0,0.0,0.0,274760.62
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,GRADUATION PREP ACADEMY NAVARRO,05/01/2019 12:00:00 AM,97.0,62.0,2.0,32.0,6829.960000000001
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,GRADUATION PREP ACADEMY TRAVIS,05/01/2019 12:00:00 AM,85.0,60.0,2.0,24.0,12844.980000000001
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,GRAHAM EL,05/01/2019 12:00:00 AM,514.0,390.0,29.0,95.0,247577.89000000004
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,GUERRERO THOMPSON,05/01/2019 12:00:00 AM,635.0,635.0,0.0,0.0,515166.6
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,GULLETT EL,05/01/2019 12:00:00 AM,604.0,92.0,8.0,505.0,44358.28
2018-2019,1060,HARMONY PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,HARMONY SCHOOL OF EXCELLENCE-AUSTIN,05/01/2019 12:00:00 AM,552.0,489.0,0.0,63.0,117362.04000000001
2018-2019,1060,HARMONY PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,HARMONY SCHOOL OF INNOVATION - AUSTIN,05/01/2019 12:00:00 AM,441.0,391.0,0.0,50.0,189967.86999999997
2018-2019,1060,HARMONY PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,HARMONY SCHOOL OF SCIENCE-AUSTIN,05/01/2019 12:00:00 AM,480.0,230.0,30.0,220.0,117038.20999999998
2018-2019,1060,HARMONY PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,HARMONY SCIENCE ACADEMY-AUSTIN,05/01/2019 12:00:00 AM,707.0,626.0,0.0,81.0,331401.29000000004
2018-2019,1060,HARMONY PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,HARMONY SCIENCE ACADEMY-NORTH AUSTIN,05/01/2019 12:00:00 AM,892.0,555.0,79.0,257.0,193084.49000000002
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,HARRIS EL,05/01/2019 12:00:00 AM,532.0,532.0,0.0,0.0,439045.51
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,HART ELEMENTARY,05/01/2019 12:00:00 AM,673.0,673.0,0.0,0.0,558275.43
2018-2019,1286,HELPING HAND HOME FOR CHILDREN INC,TRAVIS,Private Non Profit Organization,RCCI,HELPING HAND HOME FOR CHILDREN,06/01/2019 12:00:00 AM,41.0,41.0,0.0,0.0,70164.77
2018-2019,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,HENDRICKSON HS,05/01/2019 12:00:00 AM,2394.0,542.0,177.0,1674.0,244078.95999999996
2018-2019,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,HIDALGO COUNTY LEARNING CENTER,06/01/2019 12:00:00 AM,4.0,4.0,0.0,0.0,407.82
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,HIGHLAND PARK EL,05/01/2019 12:00:00 AM,649.0,115.0,29.0,506.0,158253.66000000003
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,HILL EL,05/01/2019 12:00:00 AM,1002.0,145.0,6.0,851.0,101035.2
2018-2019,1072,DEL VALLE ISD,TRAVIS,Educational Institution,Public,HILLCREST EL,06/01/2019 12:00:00 AM,444.0,394.0,17.0,33.0,309057.48
2018-2019,1072,DEL VALLE ISD,TRAVIS,Educational Institution,Public,HORNSBY-DUNLAP EL,06/01/2019 12:00:00 AM,567.0,393.0,72.0,102.0,402950.69
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,HOUSTON EL,05/01/2019 12:00:00 AM,582.0,582.0,0.0,0.0,416593.89999999997
2018-2019,1060,HARMONY PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,Harmony School of Endeavor Austin,05/01/2019 12:00:00 AM,540.0,245.0,24.0,271.0,74592.46
2018-2019,1060,HARMONY PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,Harmony Science Academy - Cedar Park,05/01/2019 12:00:00 AM,435.0,178.0,19.0,239.0,67501.15
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,INTERNATIONAL HIGH SCHOOL,05/01/2019 12:00:00 AM,227.0,191.0,17.0,19.0,132086.41
2018-2019,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,JOHN B CONNALLY H S,05/01/2019 12:00:00 AM,1742.0,1028.0,207.0,506.0,487025.04
2018-2019,1072,DEL VALLE ISD,TRAVIS,Educational Institution,Public,JOHN P OJEDA JR HIGH,06/01/2019 12:00:00 AM,862.0,698.0,60.0,105.0,468126.59
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,JORDAN EL,05/01/2019 12:00:00 AM,636.0,636.0,0.0,0.0,395321.96
2018-2019,1072,DEL VALLE ISD,TRAVIS,Educational Institution,Public,JOSEPH GILBERT EL,06/01/2019 12:00:00 AM,667.0,559.0,43.0,66.0,515841.05
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,JOSLIN EL,05/01/2019 12:00:00 AM,290.0,186.0,7.0,97.0,121058.12000000001
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,KEALING M S,05/01/2019 12:00:00 AM,1278.0,376.0,42.0,860.0,203089.32
2018-2019,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,KELLY LANE M S,05/01/2019 12:00:00 AM,1131.0,174.0,60.0,896.0,116461.76000000001
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,KIKER EL,05/01/2019 12:00:00 AM,1123.0,71.0,4.0,1048.0,40007.75
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP 3D ACADEMY,06/01/2019 12:00:00 AM,445.0,378.0,29.0,37.0,219738.09
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP ACADEMY MIDDLE,06/01/2019 12:00:00 AM,429.0,344.0,46.0,40.0,199203.84
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP ACADEMY WEST MIDDLE,06/01/2019 12:00:00 AM,415.0,321.0,39.0,55.0,208632.72999999998
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP ASPIRE ACADEMY,05/01/2019 12:00:00 AM,495.0,407.0,48.0,40.0,248292.2
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP AUSTIN ACADEMY OF ARTS & LETTERS,05/01/2019 12:00:00 AM,461.0,331.0,70.0,60.0,393272.22
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP AUSTIN Alegria Primary School,05/01/2019 12:00:00 AM,555.0,400.0,81.0,74.0,421932.44
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP AUSTIN BEACON PREP,05/01/2019 12:00:00 AM,466.0,337.0,67.0,62.0,333386.28
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP AUSTIN COLLEGE PREP,05/01/2019 12:00:00 AM,441.0,337.0,52.0,52.0,378952.52999999997
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP AUSTIN COLLEGIATE,05/01/2019 12:00:00 AM,730.0,551.0,98.0,81.0,424893.56000000006
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP AUSTIN COMUNIDAD,05/01/2019 12:00:00 AM,588.0,458.0,59.0,72.0,447375.85
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP AUSTIN LEADERSHIP,05/01/2019 12:00:00 AM,480.0,360.0,61.0,59.0,395265.29000000004
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP AUSTIN OBRAS,05/01/2019 12:00:00 AM,593.0,430.0,76.0,88.0,457244.63
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP AUSTIN VISTA M S,05/01/2019 12:00:00 AM,418.0,330.0,41.0,47.0,306199.4
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP Austin Brave,06/01/2019 12:00:00 AM,528.0,398.0,78.0,52.0,350068.59
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP CAMINO ACADEMY,05/01/2019 12:00:00 AM,488.0,414.0,38.0,36.0,255670.78999999998
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP CLIMB ACADEMY,06/01/2019 12:00:00 AM,454.0,377.0,26.0,51.0,198133.90000000002
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP CONNECT HOUSTON PRI,06/01/2019 12:00:00 AM,865.0,763.0,40.0,62.0,296992.4
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP CONNECT HS,06/01/2019 12:00:00 AM,187.0,120.0,15.0,51.0,56154.90000000001
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP CONNECT MIDDLE,06/01/2019 12:00:00 AM,440.0,371.0,24.0,45.0,217517.55
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP DESTINY ELEMENTARY,06/01/2019 12:00:00 AM,524.0,524.0,0.0,0.0,322566.86000000004
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP DESTINY MIDDLE SCHOOL,06/01/2019 12:00:00 AM,385.0,385.0,0.0,0.0,194554.87
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP DREAM PREP,06/01/2019 12:00:00 AM,889.0,764.0,65.0,60.0,401026.43
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP ESPERANZA DUAL LANGUAGE ACADEMY,05/01/2019 12:00:00 AM,648.0,491.0,70.0,87.0,384491.45
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP EXPLORE ACADEMY,06/01/2019 12:00:00 AM,852.0,725.0,67.0,60.0,407863.21
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP GENERATIONS COLLEGIATE,06/01/2019 12:00:00 AM,601.0,444.0,49.0,108.0,150379.14
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP Houston HS,06/01/2019 12:00:00 AM,675.0,479.0,56.0,140.0,133846.32
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP INTREPID PREPARATORY,06/01/2019 12:00:00 AM,409.0,322.0,40.0,47.0,172956.80000000002
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP LEGACY PREPARATORY,06/01/2019 12:00:00 AM,939.0,824.0,63.0,52.0,501706.85
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP LIBERATION COLLEGE PREPARATORY,06/01/2019 12:00:00 AM,422.0,343.0,27.0,51.0,181610.65999999997
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP NEXUS MIDDLE,06/01/2019 12:00:00 AM,198.0,162.0,14.0,22.0,100369.76
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP NEXUS PRI,06/01/2019 12:00:00 AM,220.0,170.0,20.0,30.0,127467.98
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP NORTHEAST COLLEGE PREPARATORY,06/01/2019 12:00:00 AM,547.0,401.0,19.0,127.0,164572.99
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP OAK CLIFF ACADEMY,06/01/2019 12:00:00 AM,109.0,93.0,10.0,6.0,51836.240000000005
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP PEACE EL,06/01/2019 12:00:00 AM,646.0,546.0,40.0,61.0,308885.89999999997
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP PLEASANT GROVE MIDDLE SCHOOL,06/01/2019 12:00:00 AM,222.0,222.0,0.0,0.0,162837.86000000002
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP PLEASANT GROVE PRI,06/01/2019 12:00:00 AM,465.0,465.0,0.0,0.0,331075.39
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP PODER ACADEMY,05/01/2019 12:00:00 AM,450.0,369.0,44.0,37.0,249792.03000000003
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP POLARIS ACADEMY FOR BOYS,06/01/2019 12:00:00 AM,334.0,268.0,16.0,51.0,196207.46000000002
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP PRIME COLLEGE PREPARATORY,06/01/2019 12:00:00 AM,330.0,248.0,33.0,50.0,123732.88
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP SHARP PREP,06/01/2019 12:00:00 AM,889.0,778.0,42.0,69.0,304183.93
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP SHARPSTOWN COLLEGE PREP,06/01/2019 12:00:00 AM,428.0,369.0,24.0,35.0,204928.57
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP SHINE PREP,06/01/2019 12:00:00 AM,856.0,743.0,64.0,48.0,453921.20000000007
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP SPIRIT COLLEGE PREP,06/01/2019 12:00:00 AM,443.0,340.0,26.0,77.0,143687.83
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP SUNNYSIDE HS,06/01/2019 12:00:00 AM,567.0,398.0,33.0,136.0,111923.29
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP TRUTH ACADEMY,06/01/2019 12:00:00 AM,455.0,455.0,0.0,0.0,247257.35
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP TRUTH ELEMENTARY,06/01/2019 12:00:00 AM,573.0,573.0,0.0,0.0,356888.32
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP UN MUNDO DUAL LANGUAGE ACADEMY,05/01/2019 12:00:00 AM,658.0,556.0,47.0,55.0,420463.4199999999
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP UNITY PRI,06/01/2019 12:00:00 AM,730.0,625.0,43.0,62.0,393625.7899999999
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP UNIVERSITY PREP H S,06/01/2019 12:00:00 AM,743.0,597.0,73.0,73.0,366153.47
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP VOYAGE ACADEMY FOR GIRLS,06/01/2019 12:00:00 AM,335.0,270.0,20.0,46.0,128674.98999999999
2018-2019,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP ZENITH ACADEMY,06/01/2019 12:00:00 AM,843.0,704.0,58.0,81.0,298092.43
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,KOCUREK EL,05/01/2019 12:00:00 AM,568.0,356.0,42.0,170.0,267669.09
2018-2019,1229,LUTHERAN SOCIAL SERVICES OF THE SOUTH INC,TRAVIS,Private Non Profit Organization,RCCI,KRAUSE RESIDENTIAL TREATMENT CENTER-Katy,06/01/2019 12:00:00 AM,63.0,63.0,0.0,0.0,112762.35
2018-2019,1398,The SAFE Alliance,TRAVIS,Private Non Profit Organization,RCCI,KUTSCHER-KOTRLA COTTAGE,06/01/2019 12:00:00 AM,11.0,11.0,0.0,0.0,12484.87
2018-2019,1073,LAGO VISTA ISD,TRAVIS,Educational Institution,Public,LAGO VISTA EL,05/01/2019 12:00:00 AM,393.0,114.0,10.0,269.0,76190.25
2018-2019,1073,LAGO VISTA ISD,TRAVIS,Educational Institution,Public,LAGO VISTA H S,05/01/2019 12:00:00 AM,501.0,86.0,10.0,404.0,46587.76
2018-2019,1073,LAGO VISTA ISD,TRAVIS,Educational Institution,Public,LAGO VISTA INT,05/01/2019 12:00:00 AM,249.0,68.0,7.0,174.0,42832.560000000005
2018-2019,1073,LAGO VISTA ISD,TRAVIS,Educational Institution,Public,LAGO VISTA MIDDLE,05/01/2019 12:00:00 AM,397.0,79.0,14.0,304.0,49560.8
