ProgramYear,CEID,CEName,CECounty,TypeOfAgency,TypeOfSNPOrg,SiteName,ClaimDate,EnrollmentQty,FreeEligibleQty,ReducedEligibleQty,PaidEligibleQty,TotalReimbursement,Lat,Lng,Address,Zipcode
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SIMS ELEMENTARY,06/01/2018 12:00:00 AM,194.0,194.0,0.0,0.0,144858.11000000002,30.2794494,-97.68650809999998,"1203 Springdale Rd, Austin, TX 78721, USA",78721.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SIMS ELEMENTARY,05/01/2019 12:00:00 AM,231.0,231.0,0.0,0.0,170933.76000000007,30.2794494,-97.68650809999998,"1203 Springdale Rd, Austin, TX 78721, USA",78721.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SMALL MS,06/01/2016 12:00:00 AM,1004.0,259.0,62.0,684.0,143395.05000000002,30.2340261,-97.8416426,"4801 Monterey Oaks Blvd, Austin, TX 78749, USA",78749.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SMALL MS,06/01/2017 12:00:00 AM,1189.0,290.0,54.0,845.0,130113.91000000002,30.2340261,-97.8416426,"4801 Monterey Oaks Blvd, Austin, TX 78749, USA",78749.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SMALL MS,05/01/2018 12:00:00 AM,1246.0,297.0,42.0,907.0,115345.42,30.2340261,-97.8416426,"4801 Monterey Oaks Blvd, Austin, TX 78749, USA",78749.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SMALL MS,06/01/2019 12:00:00 AM,1282.0,314.0,44.0,924.0,140408.29,30.2340261,-97.8416426,"4801 Monterey Oaks Blvd, Austin, TX 78749, USA",78749.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ST ELMO ELEMENTARY,06/01/2016 12:00:00 AM,300.0,235.0,24.0,41.0,162305.79,30.2219257,-97.773508,"600 W St Elmo Rd, Austin, TX 78745, USA",78745.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ST ELMO ELEMENTARY,06/01/2017 12:00:00 AM,281.0,222.0,19.0,40.0,184952.35,30.2219257,-97.773508,"600 W St Elmo Rd, Austin, TX 78745, USA",78745.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ST ELMO ELEMENTARY,05/01/2018 12:00:00 AM,295.0,230.0,20.0,45.0,191902.3,30.2219257,-97.773508,"600 W St Elmo Rd, Austin, TX 78745, USA",78745.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ST ELMO ELEMENTARY,05/01/2019 12:00:00 AM,306.0,240.0,27.0,40.0,212283.12,30.2219257,-97.773508,"600 W St Elmo Rd, Austin, TX 78745, USA",78745.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SUMMITT ELEMENTARY,06/01/2016 12:00:00 AM,838.0,261.0,61.0,517.0,171030.87999999998,30.418535300000002,-97.71920440000001,"12207 Brigadoon Ln, Austin, TX 78727, USA",78727.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SUMMITT ELEMENTARY,06/01/2017 12:00:00 AM,835.0,233.0,69.0,533.0,155280.68,30.418535300000002,-97.71920440000001,"12207 Brigadoon Ln, Austin, TX 78727, USA",78727.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SUMMITT ELEMENTARY,05/01/2018 12:00:00 AM,846.0,243.0,54.0,549.0,151021.61,30.418535300000002,-97.71920440000001,"12207 Brigadoon Ln, Austin, TX 78727, USA",78727.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SUMMITT ELEMENTARY,05/01/2019 12:00:00 AM,836.0,260.0,44.0,532.0,159005.44,30.418535300000002,-97.71920440000001,"12207 Brigadoon Ln, Austin, TX 78727, USA",78727.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SUNSET VALLEY ELEMENTARY AUSTIN,06/01/2016 12:00:00 AM,536.0,314.0,19.0,203.0,229578.74,30.2278785,-97.8066874,"3000 Jones Rd, Austin, TX 78745, USA",78745.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SUNSET VALLEY ELEMENTARY AUSTIN,06/01/2017 12:00:00 AM,534.0,287.0,17.0,230.0,237866.93,30.2278785,-97.8066874,"3000 Jones Rd, Austin, TX 78745, USA",78745.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SUNSET VALLEY ELEMENTARY AUSTIN,06/01/2018 12:00:00 AM,500.0,258.0,19.0,223.0,220668.19,30.2278785,-97.8066874,"3000 Jones Rd, Austin, TX 78745, USA",78745.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SUNSET VALLEY ELEMENTARY AUSTIN,05/01/2019 12:00:00 AM,573.0,296.0,20.0,257.0,220908.72,30.2278785,-97.8066874,"3000 Jones Rd, Austin, TX 78745, USA",78745.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,T A BROWN ELEMENTARY,06/01/2016 12:00:00 AM,366.0,331.0,16.0,18.0,236090.33,30.344854100000003,-97.7098053,"7801 Guadalupe St, Austin, TX 78752, USA",78752.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,T A BROWN ELEMENTARY,06/01/2017 12:00:00 AM,337.0,306.0,14.0,16.0,183188.66,30.344854100000003,-97.7098053,"7801 Guadalupe St, Austin, TX 78752, USA",78752.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,T A BROWN ELEMENTARY,05/01/2018 12:00:00 AM,273.0,273.0,0.0,0.0,197544.73,30.344854100000003,-97.7098053,"7801 Guadalupe St, Austin, TX 78752, USA",78752.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,T A BROWN ELEMENTARY,05/01/2019 12:00:00 AM,249.0,249.0,0.0,0.0,68003.43,30.344854100000003,-97.7098053,"7801 Guadalupe St, Austin, TX 78752, USA",78752.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,TRAVIS EARLY COLLEGE HIGH SCHOOL AUSTIN,06/01/2016 12:00:00 AM,1272.0,991.0,93.0,188.0,464745.0900000001,30.2341564,-97.7433193,"1301-1399 E Oltorf St, Austin, TX 78704, USA",78704.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,TRAVIS EARLY COLLEGE HIGH SCHOOL AUSTIN,06/01/2017 12:00:00 AM,1186.0,879.0,76.0,231.0,431140.44000000006,30.2341564,-97.7433193,"1301-1399 E Oltorf St, Austin, TX 78704, USA",78704.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,TRAVIS EARLY COLLEGE HIGH SCHOOL AUSTIN,05/01/2018 12:00:00 AM,1262.0,913.0,70.0,279.0,476089.3499999999,30.2341564,-97.7433193,"1301-1399 E Oltorf St, Austin, TX 78704, USA",78704.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,TRAVIS EARLY COLLEGE HIGH SCHOOL AUSTIN,05/01/2019 12:00:00 AM,1428.0,938.0,82.0,408.0,546215.81,30.2341564,-97.7433193,"1301-1399 E Oltorf St, Austin, TX 78704, USA",78704.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,TRAVIS HTS CHARTER,06/01/2016 12:00:00 AM,537.0,354.0,12.0,171.0,222214.43,30.2415592,-97.7459425,"2010 Alameda Dr, Austin, TX 78704, USA",78704.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,TRAVIS HTS CHARTER,06/01/2017 12:00:00 AM,541.0,353.0,16.0,173.0,215583.82,30.2415592,-97.7459425,"2010 Alameda Dr, Austin, TX 78704, USA",78704.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,TRAVIS HTS CHARTER,06/01/2018 12:00:00 AM,480.0,299.0,15.0,167.0,244093.77,30.2415592,-97.7459425,"2010 Alameda Dr, Austin, TX 78704, USA",78704.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,TRAVIS HTS CHARTER,05/01/2019 12:00:00 AM,562.0,326.0,15.0,221.0,249206.01,30.2415592,-97.7459425,"2010 Alameda Dr, Austin, TX 78704, USA",78704.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,UPHAUS EARLY CHILDHOOD CENTER,06/01/2016 12:00:00 AM,280.0,256.0,11.0,14.0,180750.01,30.201812899999997,-97.7557408,"5200 Freidrich Ln, Austin, TX 78744, USA",78744.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,UPHAUS EARLY CHILDHOOD CENTER,06/01/2017 12:00:00 AM,307.0,278.0,7.0,22.0,220301.2,30.201812899999997,-97.7557408,"5200 Freidrich Ln, Austin, TX 78744, USA",78744.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,UPHAUS EARLY CHILDHOOD CENTER,05/01/2018 12:00:00 AM,342.0,342.0,0.0,0.0,264245.92,30.201812899999997,-97.7557408,"5200 Freidrich Ln, Austin, TX 78744, USA",78744.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,UPHAUS EARLY CHILDHOOD CENTER,05/01/2019 12:00:00 AM,379.0,379.0,0.0,0.0,286554.0,30.201812899999997,-97.7557408,"5200 Freidrich Ln, Austin, TX 78744, USA",78744.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WALNUT CREEK ELEMENTARY AUSTIN,06/01/2016 12:00:00 AM,655.0,572.0,25.0,57.0,347341.13,30.379846500000003,-97.6840821,"401 W Braker Ln, Austin, TX 78753, USA",78753.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WALNUT CREEK ELEMENTARY AUSTIN,06/01/2017 12:00:00 AM,624.0,551.0,27.0,47.0,368343.57,30.379846500000003,-97.6840821,"401 W Braker Ln, Austin, TX 78753, USA",78753.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WALNUT CREEK ELEMENTARY AUSTIN,06/01/2018 12:00:00 AM,592.0,528.0,22.0,43.0,393706.72,30.379846500000003,-97.6840821,"401 W Braker Ln, Austin, TX 78753, USA",78753.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WALNUT CREEK ELEMENTARY AUSTIN,05/01/2019 12:00:00 AM,715.0,715.0,0.0,0.0,527590.7699999999,30.379846500000003,-97.6840821,"401 W Braker Ln, Austin, TX 78753, USA",78753.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WEBB MIDDLE SCHOOL AUSTIN,06/01/2016 12:00:00 AM,720.0,664.0,26.0,30.0,355904.65,30.3332555,-97.7070039,"601 E St Johns Ave, Austin, TX 78752, USA",78752.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WEBB MIDDLE SCHOOL AUSTIN,06/01/2017 12:00:00 AM,700.0,637.0,25.0,38.0,329306.86000000004,30.3332555,-97.7070039,"601 E St Johns Ave, Austin, TX 78752, USA",78752.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WEBB MIDDLE SCHOOL AUSTIN,05/01/2018 12:00:00 AM,683.0,594.0,34.0,56.0,299233.22,30.3332555,-97.7070039,"601 E St Johns Ave, Austin, TX 78752, USA",78752.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WEBB MIDDLE SCHOOL AUSTIN,05/01/2019 12:00:00 AM,702.0,702.0,0.0,0.0,342089.84000000014,30.3332555,-97.7070039,"601 E St Johns Ave, Austin, TX 78752, USA",78752.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WEBB PRIMARY CENTER,06/01/2016 12:00:00 AM,224.0,210.0,8.0,6.0,175872.77999999994,30.344854100000003,-97.7098053,"7801 Guadalupe St, Austin, TX 78752, USA",78752.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WEBB PRIMARY CENTER,06/01/2017 12:00:00 AM,259.0,237.0,11.0,10.0,207909.84,30.344854100000003,-97.7098053,"7801 Guadalupe St, Austin, TX 78752, USA",78752.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WEBB PRIMARY CENTER,05/01/2018 12:00:00 AM,263.0,228.0,10.0,25.0,192250.19,30.344854100000003,-97.7098053,"7801 Guadalupe St, Austin, TX 78752, USA",78752.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WEBB PRIMARY CENTER,05/01/2019 12:00:00 AM,215.0,215.0,0.0,0.0,172521.64,30.344854100000003,-97.7098053,"7801 Guadalupe St, Austin, TX 78752, USA",78752.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WIDEN ELEMENTARY,06/01/2016 12:00:00 AM,575.0,500.0,41.0,34.0,384446.36,30.188626399999997,-97.74015920000001,"5605 Nuckols Crossing Rd, Austin, TX 78744, USA",78744.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WIDEN ELEMENTARY,06/01/2017 12:00:00 AM,558.0,494.0,36.0,29.0,408414.51,30.188626399999997,-97.74015920000001,"5605 Nuckols Crossing Rd, Austin, TX 78744, USA",78744.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WIDEN ELEMENTARY,05/01/2018 12:00:00 AM,522.0,447.0,30.0,45.0,320372.25,30.188626399999997,-97.74015920000001,"5605 Nuckols Crossing Rd, Austin, TX 78744, USA",78744.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WIDEN ELEMENTARY,05/01/2019 12:00:00 AM,456.0,456.0,0.0,0.0,336077.49,30.188626399999997,-97.74015920000001,"5605 Nuckols Crossing Rd, Austin, TX 78744, USA",78744.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WILLIAMS ELEMENTARY AUSTIN,06/01/2016 12:00:00 AM,461.0,328.0,50.0,83.0,233202.37,30.180959,-97.791461,"500 Mairo St, Austin, TX 78748, USA",78748.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WILLIAMS ELEMENTARY AUSTIN,06/01/2017 12:00:00 AM,464.0,317.0,59.0,88.0,229318.18,30.180959,-97.791461,"500 Mairo St, Austin, TX 78748, USA",78748.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WILLIAMS ELEMENTARY AUSTIN,05/01/2018 12:00:00 AM,470.0,312.0,59.0,100.0,209965.25,30.180959,-97.791461,"500 Mairo St, Austin, TX 78748, USA",78748.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WILLIAMS ELEMENTARY AUSTIN,05/01/2019 12:00:00 AM,478.0,338.0,43.0,97.0,231218.57,30.180959,-97.791461,"500 Mairo St, Austin, TX 78748, USA",78748.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WINN ELEMENTARY,06/01/2016 12:00:00 AM,305.0,275.0,14.0,15.0,192906.53,30.3138542,-97.665306,"3500 Susquehanna Ln, Austin, TX 78723, USA",78723.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WINN ELEMENTARY,06/01/2017 12:00:00 AM,243.0,207.0,20.0,16.0,157504.94,30.3138542,-97.665306,"3500 Susquehanna Ln, Austin, TX 78723, USA",78723.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WINN ELEMENTARY,05/01/2018 12:00:00 AM,254.0,213.0,13.0,29.0,151600.27,30.3138542,-97.665306,"3500 Susquehanna Ln, Austin, TX 78723, USA",78723.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WINN ELEMENTARY,05/01/2019 12:00:00 AM,265.0,265.0,0.0,0.0,195639.45,30.3138542,-97.665306,"3500 Susquehanna Ln, Austin, TX 78723, USA",78723.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WOOLDRIDGE ELEMENTARY,06/01/2016 12:00:00 AM,639.0,583.0,29.0,27.0,431204.89,30.364893300000002,-97.70993100000001,"1412 Norseman Terrace, Austin, TX 78758, USA",78758.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WOOLDRIDGE ELEMENTARY,06/01/2017 12:00:00 AM,615.0,547.0,30.0,38.0,386970.72,30.364893300000002,-97.70993100000001,"1412 Norseman Terrace, Austin, TX 78758, USA",78758.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WOOLDRIDGE ELEMENTARY,06/01/2018 12:00:00 AM,486.0,432.0,25.0,29.0,333619.99000000005,30.364893300000002,-97.70993100000001,"1412 Norseman Terrace, Austin, TX 78758, USA",78758.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WOOLDRIDGE ELEMENTARY,05/01/2019 12:00:00 AM,551.0,551.0,0.0,0.0,433459.33,30.364893300000002,-97.70993100000001,"1412 Norseman Terrace, Austin, TX 78758, USA",78758.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WOOTEN ELEMENTARY,06/01/2016 12:00:00 AM,616.0,562.0,19.0,35.0,365637.49,30.352942100000003,-97.7191571,"1406 Dale Dr, Austin, TX 78757, USA",78757.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WOOTEN ELEMENTARY,06/01/2017 12:00:00 AM,569.0,508.0,20.0,41.0,341959.97,30.352942100000003,-97.7191571,"1406 Dale Dr, Austin, TX 78757, USA",78757.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WOOTEN ELEMENTARY,05/01/2018 12:00:00 AM,510.0,454.0,20.0,36.0,299719.99,30.352942100000003,-97.7191571,"1406 Dale Dr, Austin, TX 78757, USA",78757.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WOOTEN ELEMENTARY,05/01/2019 12:00:00 AM,457.0,457.0,0.0,0.0,301125.05,30.352942100000003,-97.7191571,"1406 Dale Dr, Austin, TX 78757, USA",78757.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ZAVALA ELEMENTARY AUSTIN,06/01/2016 12:00:00 AM,379.0,352.0,12.0,15.0,242597.77,30.2582433,-97.7198811,"310 Robert T Martinez Jr St, Austin, TX 78702, USA",78702.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ZAVALA ELEMENTARY AUSTIN,06/01/2017 12:00:00 AM,342.0,312.0,13.0,17.0,215396.61,30.2582433,-97.7198811,"310 Robert T Martinez Jr St, Austin, TX 78702, USA",78702.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ZAVALA ELEMENTARY AUSTIN,05/01/2018 12:00:00 AM,304.0,304.0,0.0,0.0,218276.06000000003,30.2582433,-97.7198811,"310 Robert T Martinez Jr St, Austin, TX 78702, USA",78702.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ZAVALA ELEMENTARY AUSTIN,05/01/2019 12:00:00 AM,298.0,298.0,0.0,0.0,218283.16,30.2582433,-97.7198811,"310 Robert T Martinez Jr St, Austin, TX 78702, USA",78702.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ZILKER ELEMENTARY AUSTIN,06/01/2016 12:00:00 AM,549.0,105.0,23.0,421.0,63445.73,30.2525438,-97.77456740000001,"1900 Bluebonnet Ln, Austin, TX 78704, USA",78704.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ZILKER ELEMENTARY AUSTIN,06/01/2017 12:00:00 AM,563.0,103.0,21.0,440.0,62527.72,30.2525438,-97.77456740000001,"1900 Bluebonnet Ln, Austin, TX 78704, USA",78704.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ZILKER ELEMENTARY AUSTIN,05/01/2018 12:00:00 AM,558.0,102.0,17.0,439.0,61966.92,30.2525438,-97.77456740000001,"1900 Bluebonnet Ln, Austin, TX 78704, USA",78704.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ZILKER ELEMENTARY AUSTIN,05/01/2019 12:00:00 AM,523.0,95.0,20.0,408.0,60858.15,30.2525438,-97.77456740000001,"1900 Bluebonnet Ln, Austin, TX 78704, USA",78704.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,GARCIA YMLA,06/01/2018 12:00:00 AM,371.0,304.0,26.0,41.0,257255.22,30.3108226,-97.64228670000001,"7414 Johnny Morris Rd, Austin, TX 78724, USA",78724.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,GARCIA YMLA,05/01/2019 12:00:00 AM,431.0,369.0,28.0,34.0,270251.34,30.3108226,-97.64228670000001,"7414 Johnny Morris Rd, Austin, TX 78724, USA",78724.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SADLER MEANS YWLA,06/01/2018 12:00:00 AM,361.0,309.0,23.0,30.0,205544.14000000004,30.313499100000005,-97.6805013,"6401 N Hampton Dr, Austin, TX 78723, USA",78723.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SADLER MEANS YWLA,05/01/2019 12:00:00 AM,424.0,424.0,0.0,0.0,215200.06,30.313499100000005,-97.6805013,"6401 N Hampton Dr, Austin, TX 78723, USA",78723.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,GRADUATION PREP ACADEMY NAVARRO,05/01/2019 12:00:00 AM,97.0,62.0,2.0,32.0,6829.960000000001,,,,
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,GRADUATION PREP ACADEMY TRAVIS,05/01/2019 12:00:00 AM,85.0,60.0,2.0,24.0,12844.98,30.232967600000002,-97.7441854,"1211 E Oltorf St, Austin, TX 78704, USA",78704.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LIVELY MIDDLE,05/01/2019 12:00:00 AM,1072.0,594.0,58.0,420.0,330057.21,30.243927000000003,-97.750467,"201 E Mary St, Austin, TX 78704, USA",78704.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,NAVARRO EARLY COLLEGE H S,05/01/2019 12:00:00 AM,1693.0,1258.0,78.0,357.0,467078.89,30.3602094,-97.7083219,"1201 Payton Gin Rd, Austin, TX 78758, USA",78758.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,NORTHEAST EARLY COLLEGE H S,05/01/2019 12:00:00 AM,1153.0,903.0,91.0,159.0,327133.76,30.3224789,-97.6898391,"7104 Berkman Dr, Austin, TX 78752, USA",78752.0
