ProgramYear,CEID,CEName,CECounty,TypeOfAgency,TypeOfSNPOrg,SiteName,ClaimDate,EnrollmentQty,FreeEligibleQty,ReducedEligibleQty,PaidEligibleQty,TotalReimbursement
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MATHEWS EL,06/01/2017 12:00:00 AM,439.0,132.0,14.0,292.0,80483.96
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MCBEE ELEMENTARY,06/01/2017 12:00:00 AM,444.0,401.0,19.0,24.0,277262.57
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MCCALLUM H S,05/01/2017 12:00:00 AM,1758.0,432.0,60.0,1267.0,131838.54
2016-2017,1249,TEXAS JUVENILE JUSTICE DEPARTMENT,TRAVIS,Government Agency,RCCI,MCFADDEN RANCH,06/01/2017 12:00:00 AM,54.0,54.0,0.0,0.0,89939.16000000002
2016-2017,1249,TEXAS JUVENILE JUSTICE DEPARTMENT,TRAVIS,Government Agency,RCCI,MCLENNAN COUNTY STATE JUVENILE CORRECTIONAL FACILI,06/01/2017 12:00:00 AM,315.0,315.0,0.0,0.0,521156.75999999995
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MENCHACA EL,06/01/2017 12:00:00 AM,744.0,298.0,43.0,403.0,183339.86
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MENDEZ MIDDLE,06/01/2017 12:00:00 AM,725.0,634.0,52.0,39.0,419678.02
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,METZ EL,06/01/2017 12:00:00 AM,303.0,254.0,25.0,25.0,212106.85
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MILLS ELEMENTARY,06/01/2017 12:00:00 AM,856.0,82.0,9.0,765.0,44538.02999999999
2016-2017,1398,The SAFE Alliance,TRAVIS,Private Non Profit Organization,RCCI,MUNDAY COTTAGE,05/01/2017 12:00:00 AM,11.0,11.0,0.0,0.0,4199.04
2016-2017,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,MURCHISON ELEMENTARY,05/01/2017 12:00:00 AM,803.0,56.0,34.0,713.0,64954.53
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MURCHISON MIDDLE,06/01/2017 12:00:00 AM,1339.0,261.0,51.0,1027.0,123396.89999999998
2016-2017,1229,LUTHERAN SOCIAL SERVICES OF THE SOUTH INC,TRAVIS,Private Non Profit Organization,RCCI,NEW LIFE CHILDREN'S TREATMENT CENTER-Canyon Lake,06/01/2017 12:00:00 AM,63.0,63.0,0.0,0.0,108549.04
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,NORMAN EL,06/01/2017 12:00:00 AM,266.0,242.0,15.0,9.0,174985.09999999998
2016-2017,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,NORTHWEST EL,05/01/2017 12:00:00 AM,553.0,322.0,74.0,156.0,303037.07
2016-2017,1058,NYOS CHARTER SCHOOL INC.,TRAVIS,Educational Institution,Charter,NYOS CHARTER SCHOOL,05/01/2017 12:00:00 AM,630.0,139.0,33.0,457.0,55040.12
2016-2017,1058,NYOS CHARTER SCHOOL INC.,TRAVIS,Educational Institution,Charter,NYOS-MAGNOLIA MCCULLOUGH CAMPUS,05/01/2017 12:00:00 AM,322.0,88.0,33.0,201.0,56623.350000000006
2016-2017,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,Nueva Esperanza - Lorenaly,06/01/2017 12:00:00 AM,170.0,170.0,0.0,0.0,322376.8
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,O HENRY MIDDLE,06/01/2017 12:00:00 AM,866.0,202.0,39.0,626.0,97470.97
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,OAK HILL EL,06/01/2017 12:00:00 AM,855.0,326.0,32.0,496.0,219657.63
2016-2017,1070,MANOR ISD,TRAVIS,Educational Institution,Public,OAK MEADOWS ELEMENTARY SCHOOL,05/01/2017 12:00:00 AM,636.0,636.0,0.0,0.0,460343.38
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,OAK SPRINGS EL,06/01/2017 12:00:00 AM,326.0,314.0,4.0,9.0,229863.83000000002
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ODOM EL,06/01/2017 12:00:00 AM,511.0,412.0,49.0,51.0,293218.62
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ORTEGA EL,06/01/2017 12:00:00 AM,314.0,253.0,25.0,35.0,190335.22
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,OVERTON ELEMENTARY,06/01/2017 12:00:00 AM,664.0,595.0,34.0,35.0,380026.06000000006
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PADRON EL,06/01/2017 12:00:00 AM,800.0,734.0,38.0,28.0,534042.7599999999
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PALM EL,06/01/2017 12:00:00 AM,475.0,362.0,57.0,56.0,329621.38
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PAREDES MIDDLE SCHOOL,06/01/2017 12:00:00 AM,966.0,594.0,112.0,260.0,343864.46
2016-2017,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,PARK CREST MIDDLE,05/01/2017 12:00:00 AM,898.0,253.0,97.0,548.0,198491.05
2016-2017,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,PARMER LANE EL,05/01/2017 12:00:00 AM,504.0,270.0,54.0,179.0,242358.31999999998
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PATTON EL,06/01/2017 12:00:00 AM,980.0,223.0,32.0,726.0,108728.83000000002
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PEASE EL,06/01/2017 12:00:00 AM,243.0,35.0,7.0,201.0,26365.219999999998
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PECAN SPRINGS EL,06/01/2017 12:00:00 AM,485.0,448.0,17.0,20.0,397871.36000000004
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PEREZ EL,06/01/2017 12:00:00 AM,728.0,586.0,62.0,81.0,478957.78
2016-2017,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,PFLUGERVILLE EL,05/01/2017 12:00:00 AM,474.0,178.0,48.0,248.0,131971.77
2016-2017,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,PFLUGERVILLE H S,05/01/2017 12:00:00 AM,2217.0,849.0,222.0,1146.0,357540.14999999997
2016-2017,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,PFLUGERVILLE MIDDLE,05/01/2017 12:00:00 AM,967.0,425.0,98.0,444.0,276380.94
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PICKLE ELEMENTARY,06/01/2017 12:00:00 AM,653.0,603.0,27.0,23.0,518796.4600000001
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PILLOW EL,06/01/2017 12:00:00 AM,523.0,359.0,41.0,123.0,300433.05999999994
2016-2017,1070,MANOR ISD,TRAVIS,Educational Institution,Public,PIONEER CROSSING ELEMENTARY SCHOOL,05/01/2017 12:00:00 AM,641.0,348.0,65.0,228.0,256022.50000000003
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PLEASANT HILL EL,06/01/2017 12:00:00 AM,509.0,405.0,54.0,50.0,315589.77
2016-2017,1072,DEL VALLE ISD,TRAVIS,Educational Institution,Public,POPHAM EL,06/01/2017 12:00:00 AM,803.0,607.0,87.0,109.0,563869.6299999999
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PREMIER H S AT LANIER,06/01/2017 12:00:00 AM,117.0,91.0,4.0,22.0,13110.41
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PREMIER H S AT TRAVIS,06/01/2017 12:00:00 AM,164.0,127.0,10.0,27.0,17130.089999999997
2016-2017,1070,MANOR ISD,TRAVIS,Educational Institution,Public,PRESIDENTIAL MEADOWS ELEMENTARY SCHOOL,05/01/2017 12:00:00 AM,544.0,351.0,59.0,133.0,271021.88
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,READ PRE-K DEMONSTRATION SCH,06/01/2017 12:00:00 AM,325.0,325.0,0.0,0.0,250875.72
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,REAGAN H S,06/01/2017 12:00:00 AM,1212.0,939.0,87.0,186.0,347482.23
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,REILLY EL,06/01/2017 12:00:00 AM,276.0,238.0,13.0,25.0,187494.29
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,RIDGETOP EL,06/01/2017 12:00:00 AM,330.0,107.0,17.0,205.0,80492.43
2016-2017,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,RIOJAS ELEMENTARY,05/01/2017 12:00:00 AM,969.0,151.0,64.0,754.0,131933.93
2016-2017,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,RIVER OAKS EL,05/01/2017 12:00:00 AM,548.0,384.0,51.0,113.0,331897.18
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,RODRIGUEZ EL,06/01/2017 12:00:00 AM,602.0,555.0,31.0,16.0,482107.0699999999
2016-2017,1249,TEXAS JUVENILE JUSTICE DEPARTMENT,TRAVIS,Government Agency,RCCI,RON JACKSON STATE JUVENILE CORRECTIONAL UNIT I,06/01/2017 12:00:00 AM,286.0,286.0,0.0,0.0,377276.04
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ROSEDALE DEVELOPMENT CTR.,06/01/2017 12:00:00 AM,220.0,73.0,6.0,141.0,20681.39
2016-2017,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,ROWE LANE ELEMENTARY,05/01/2017 12:00:00 AM,916.0,80.0,42.0,794.0,70820.79999999999
2016-2017,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,RUTH BARRON EL,05/01/2017 12:00:00 AM,741.0,522.0,83.0,136.0,373259.9
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SANCHEZ EL,06/01/2017 12:00:00 AM,348.0,308.0,24.0,16.0,229536.72999999998
2016-2017,1249,TEXAS JUVENILE JUSTICE DEPARTMENT,TRAVIS,Government Agency,RCCI,SCHAEFFER HOUSE,06/01/2017 12:00:00 AM,23.0,23.0,0.0,0.0,26716.56000000001
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SCHOOL FOR YOUNG MEN,06/01/2017 12:00:00 AM,428.0,369.0,32.0,27.0,278541.05000000005
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SCHOOL FOR YOUNG WOMEN,06/01/2017 12:00:00 AM,399.0,332.0,35.0,32.0,232906.05
2016-2017,1074,LAKE TRAVIS ISD,TRAVIS,Educational Institution,Public,SERENE HILLS ELEMENTARY SCHOOL,06/01/2017 12:00:00 AM,830.0,43.0,16.0,772.0,48458.06
2016-2017,1070,MANOR ISD,TRAVIS,Educational Institution,Public,SHADOWGLEN EL,05/01/2017 12:00:00 AM,730.0,405.0,83.0,242.0,315322.05000000005
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SIMS EL,06/01/2017 12:00:00 AM,230.0,200.0,18.0,12.0,141371.7
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SMALL MS,06/01/2017 12:00:00 AM,1189.0,290.0,54.0,845.0,130113.91000000002
2016-2017,1072,DEL VALLE ISD,TRAVIS,Educational Institution,Public,SMITH EL,06/01/2017 12:00:00 AM,813.0,642.0,83.0,87.0,541473.4400000001
2016-2017,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,SOUTHWEST KEY COMBES,06/01/2017 12:00:00 AM,68.0,68.0,0.0,0.0,129426.72
2016-2017,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,SOUTHWEST KEY PROGRAM - CASA BLANCA,06/01/2017 12:00:00 AM,42.0,42.0,0.0,0.0,84181.26
2016-2017,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,SOUTHWEST KEY PROGRAM - CASITA EL PASO,06/01/2017 12:00:00 AM,72.0,72.0,0.0,0.0,136102.63999999998
2016-2017,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,SOUTHWEST KEY PROGRAM - HOUSTON-MESA UMSP,06/01/2017 12:00:00 AM,41.0,41.0,0.0,0.0,78105.87999999999
2016-2017,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,SOUTHWEST KEY PROGRAM INC. -CASA CONROE-UMSP,06/01/2017 12:00:00 AM,135.0,135.0,0.0,0.0,245043.42
2016-2017,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,SOUTHWEST KEY PROGRAM LA ESPERANZA,06/01/2017 12:00:00 AM,79.0,79.0,0.0,0.0,140466.0
2016-2017,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,SOUTHWEST KEY PROGRAMS - DOWNTOWN HOUSTON,06/01/2017 12:00:00 AM,69.0,69.0,0.0,0.0,133302.28
2016-2017,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,SOUTHWEST KEY PROGRAMS - FRANKLIN EL PASO,06/01/2017 12:00:00 AM,45.0,45.0,0.0,0.0,82480.98000000001
2016-2017,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,SPRINGHILL EL,05/01/2017 12:00:00 AM,601.0,332.0,70.0,199.0,245816.68000000002
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ST ELMO EL,06/01/2017 12:00:00 AM,281.0,222.0,19.0,40.0,184952.35
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SUMMITT EL,06/01/2017 12:00:00 AM,835.0,233.0,69.0,533.0,155280.68
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SUNSET VALLEY EL,06/01/2017 12:00:00 AM,534.0,287.0,17.0,230.0,237866.92999999996
2016-2017,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,SW KEY SHELTER CARE PROGRAM,06/01/2017 12:00:00 AM,81.0,81.0,0.0,0.0,149764.9
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,T A BROWN EL,06/01/2017 12:00:00 AM,337.0,306.0,14.0,16.0,183188.65999999997
2016-2017,1249,TEXAS JUVENILE JUSTICE DEPARTMENT,TRAVIS,Government Agency,RCCI,TAMAYO HOUSE,06/01/2017 12:00:00 AM,29.0,29.0,0.0,0.0,32103.479999999996
2016-2017,1059,TEXAS EMPOWERMENT ACADEMY,TRAVIS,Educational Institution,Charter,TEXAS EMPOWERMENT ACADEMY SCH,06/01/2017 12:00:00 AM,82.0,64.0,0.0,18.0,53279.61
2016-2017,1059,TEXAS EMPOWERMENT ACADEMY,TRAVIS,Educational Institution,Charter,TEXAS EMPOWERMENT ACADEMY-EL,06/01/2017 12:00:00 AM,208.0,162.0,0.0,46.0,146876.79
2016-2017,1280,TEXAS SCHOOL FOR THE BLIND & VISUALLY IMPAIRED,TRAVIS,Government Agency,RCCI,TEXAS SCHOOL FOR THE BLIND & VISUALLY IMPAIRED,05/01/2017 12:00:00 AM,143.0,141.0,0.0,2.0,64069.93000000001
2016-2017,1281,TEXAS SCHOOL FOR THE DEAF,TRAVIS,Government Agency,RCCI,TEXAS SCHOOL FOR THE DEAF,06/01/2017 12:00:00 AM,452.0,270.0,35.0,148.0,242468.63
2016-2017,1067,EAST AUSTIN COLLEGE PREP ACADEMY,TRAVIS,Educational Institution,Charter,THE EAST AUSTIN COLLEGE PREP AT MLK,06/01/2017 12:00:00 AM,386.0,330.0,0.0,56.0,202863.91999999998
2016-2017,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,TIMMERMAN EL,05/01/2017 12:00:00 AM,433.0,152.0,34.0,248.0,115389.94
2016-2017,1398,The SAFE Alliance,TRAVIS,Private Non Profit Organization,RCCI,TOPFER COTTAGE,06/01/2017 12:00:00 AM,11.0,11.0,0.0,0.0,19568.460000000003
2016-2017,1282,TRAVIS COUNTY JUVENILE PROBATION DEPARTMENT,TRAVIS,Government Agency,RCCI,TRAVIS COUNTY JUVENILE PROBATION DEPT,06/01/2017 12:00:00 AM,111.0,111.0,0.0,0.0,202136.76
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,TRAVIS H S,06/01/2017 12:00:00 AM,1186.0,879.0,76.0,231.0,431140.44000000006
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,TRAVIS HTS CHARTER,06/01/2017 12:00:00 AM,541.0,353.0,16.0,173.0,215583.82
2016-2017,1063,UNIVERSITY OF TEXAS AT AUSTIN,TRAVIS,Educational Institution,Charter,UNIVERSITY OF TEXAS ELEMENTARY,05/01/2017 12:00:00 AM,304.0,127.0,45.0,132.0,104202.86000000002
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,UPHAUS EARLY CHILDHOOD CENTER,06/01/2017 12:00:00 AM,307.0,278.0,7.0,22.0,220301.19999999998
2016-2017,1071,EANES ISD,TRAVIS,Educational Institution,Public,VALLEY VIEW EL,05/01/2017 12:00:00 AM,497.0,29.0,4.0,463.0,17627.26
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WALNUT CREEK EL,06/01/2017 12:00:00 AM,624.0,551.0,27.0,47.0,368343.57
2016-2017,1057,WAYSIDE SCHOOLS,TRAVIS,Educational Institution,Charter,WAYSIDE ALTAMIRA ACADEMY,05/01/2017 12:00:00 AM,373.0,175.0,64.0,135.0,108933.93000000001
2016-2017,1057,WAYSIDE SCHOOLS,TRAVIS,Educational Institution,Charter,WAYSIDE EDEN PARK ACADEMY,05/01/2017 12:00:00 AM,417.0,117.0,44.0,256.0,70411.54
2016-2017,1057,WAYSIDE SCHOOLS,TRAVIS,Educational Institution,Charter,WAYSIDE REAL LEARNING ACADEMY,06/01/2017 12:00:00 AM,603.0,360.0,61.0,182.0,181491.92
2016-2017,1057,WAYSIDE SCHOOLS,TRAVIS,Educational Institution,Charter,WAYSIDE SCI-TECH MIDDLE AND H S,05/01/2017 12:00:00 AM,470.0,224.0,26.0,220.0,57517.48
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WEBB MIDDLE,06/01/2017 12:00:00 AM,700.0,637.0,25.0,38.0,329306.86000000004
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WEBB PRIMARY CENTER,06/01/2017 12:00:00 AM,259.0,237.0,11.0,10.0,207909.84
2016-2017,1074,LAKE TRAVIS ISD,TRAVIS,Educational Institution,Public,WEST CYPRESS HILLS EL,06/01/2017 12:00:00 AM,692.0,49.0,7.0,636.0,44404.450000000004
2016-2017,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,WESTVIEW MIDDLE,05/01/2017 12:00:00 AM,799.0,490.0,95.0,215.0,348571.28
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WIDEN EL,06/01/2017 12:00:00 AM,558.0,494.0,36.0,29.0,408414.51
2016-2017,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,WIELAND ELEMENTARY,05/01/2017 12:00:00 AM,418.0,215.0,60.0,142.0,200763.79
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WILLIAMS EL,06/01/2017 12:00:00 AM,464.0,317.0,59.0,88.0,229318.18
2016-2017,1249,TEXAS JUVENILE JUSTICE DEPARTMENT,TRAVIS,Government Agency,RCCI,WILLOUGHBY HOUSE,06/01/2017 12:00:00 AM,27.0,27.0,0.0,0.0,30876.120000000003
2016-2017,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,WINDERMERE EL,05/01/2017 12:00:00 AM,435.0,166.0,47.0,223.0,131664.35
2016-2017,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,WINDERMERE PRI,05/01/2017 12:00:00 AM,432.0,190.0,49.0,193.0,142876.26
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WINN EL,06/01/2017 12:00:00 AM,243.0,207.0,20.0,16.0,157504.94
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WOOLDRIDGE EL,06/01/2017 12:00:00 AM,615.0,547.0,30.0,38.0,386970.72
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WOOTEN EL,06/01/2017 12:00:00 AM,569.0,508.0,20.0,41.0,341959.97
2016-2017,1249,TEXAS JUVENILE JUSTICE DEPARTMENT,TRAVIS,Government Agency,RCCI,YORK HOUSE,04/01/2017 12:00:00 AM,12.0,12.0,0.0,0.0,7155.599999999999
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ZAVALA EL,06/01/2017 12:00:00 AM,342.0,312.0,13.0,17.0,215396.61000000002
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ZILKER EL,06/01/2017 12:00:00 AM,563.0,103.0,21.0,440.0,62527.719999999994
