ProgramYear,CEID,CEName,CECounty,TypeOfAgency,TypeOfSNPOrg,SiteName,ClaimDate,EnrollmentQty,FreeEligibleQty,ReducedEligibleQty,PaidEligibleQty,TotalReimbursement
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,CAMPBELL EL,06/01/2017 12:00:00 AM,193.0,167.0,8.0,19.0,126974.68000000001
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,CASEY EL,06/01/2017 12:00:00 AM,636.0,344.0,66.0,226.0,282626.92
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,CASIS EL,06/01/2017 12:00:00 AM,825.0,27.0,3.0,794.0,15403.939999999999
2016-2017,1071,EANES ISD,TRAVIS,Educational Institution,Public,CEDAR CREEK EL,05/01/2017 12:00:00 AM,495.0,10.0,6.0,479.0,16098.519999999999
2016-2017,1061,CEDARS INTERNATIONAL ACADEMY,TRAVIS,Educational Institution,Charter,CEDARS ACADEMY NEXT GENERATION H S AT HIGHLAND,06/01/2017 12:00:00 AM,84.0,49.0,6.0,29.0,38870.149999999994
2016-2017,1061,CEDARS INTERNATIONAL ACADEMY,TRAVIS,Educational Institution,Charter,CEDARS INTERNATIONAL ACADEMY,06/01/2017 12:00:00 AM,400.0,320.0,32.0,49.0,205879.62
2016-2017,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,CELE M S,05/01/2017 12:00:00 AM,914.0,291.0,88.0,534.0,235347.93999999997
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,CLAYTON EL,06/01/2017 12:00:00 AM,854.0,14.0,0.0,840.0,21181.280000000002
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,COOK EL,06/01/2017 12:00:00 AM,529.0,477.0,27.0,25.0,309411.64999999997
2016-2017,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,COPPERFIELD EL,05/01/2017 12:00:00 AM,455.0,293.0,56.0,106.0,277023.06999999995
2016-2017,1249,TEXAS JUVENILE JUSTICE DEPARTMENT,TRAVIS,Government Agency,RCCI,COTTRELL HOUSE,06/01/2017 12:00:00 AM,31.0,31.0,0.0,0.0,34024.32000000001
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,COVINGTON MIDDLE,06/01/2017 12:00:00 AM,619.0,327.0,62.0,230.0,204753.81
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,COWAN ELEMENTARY,06/01/2017 12:00:00 AM,839.0,234.0,39.0,566.0,140786.85
2016-2017,1072,DEL VALLE ISD,TRAVIS,Educational Institution,Public,CREEDMOOR EL,06/01/2017 12:00:00 AM,719.0,593.0,67.0,59.0,525329.85
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,CROCKETT H S,06/01/2017 12:00:00 AM,1489.0,850.0,123.0,516.0,279037.69
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,CUNNINGHAM EL,06/01/2017 12:00:00 AM,417.0,241.0,29.0,147.0,159079.55000000002
2016-2017,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,Casa Antigua - San Benito,06/01/2017 12:00:00 AM,204.0,204.0,0.0,0.0,382800.4200000001
2016-2017,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,Casa Grande - San Benito,06/01/2017 12:00:00 AM,156.0,156.0,0.0,0.0,307283.68
2016-2017,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,Casa Montezuma,06/01/2017 12:00:00 AM,130.0,130.0,0.0,0.0,186160.28999999998
2016-2017,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,Casa Padre,06/01/2017 12:00:00 AM,35.0,35.0,0.0,0.0,4175.92
2016-2017,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,Casa Quetzal - Houston,06/01/2017 12:00:00 AM,172.0,172.0,0.0,0.0,316425.74
2016-2017,1072,DEL VALLE ISD,TRAVIS,Educational Institution,Public,DAILEY MIDDLE,06/01/2017 12:00:00 AM,701.0,554.0,62.0,85.0,449473.59
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,DAVIS EL,06/01/2017 12:00:00 AM,820.0,207.0,26.0,587.0,104326.46999999999
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,DAWSON EL,06/01/2017 12:00:00 AM,351.0,263.0,26.0,61.0,225091.16999999998
2016-2017,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,DEARING ELEMENTARY,05/01/2017 12:00:00 AM,588.0,226.0,48.0,315.0,190490.02000000002
2016-2017,1070,MANOR ISD,TRAVIS,Educational Institution,Public,DECKER ELEMENTARY,05/01/2017 12:00:00 AM,528.0,528.0,0.0,0.0,366658.92
2016-2017,1070,MANOR ISD,TRAVIS,Educational Institution,Public,DECKER MIDDLE SCHOOL,05/01/2017 12:00:00 AM,857.0,623.0,79.0,155.0,409086.3400000001
2016-2017,1072,DEL VALLE ISD,TRAVIS,Educational Institution,Public,DEL VALLE ELEMENTARY,06/01/2017 12:00:00 AM,842.0,594.0,115.0,132.0,536802.88
2016-2017,1072,DEL VALLE ISD,TRAVIS,Educational Institution,Public,DEL VALLE H S,06/01/2017 12:00:00 AM,3069.0,2140.0,319.0,609.0,1240445.5899999999
2016-2017,1072,DEL VALLE ISD,TRAVIS,Educational Institution,Public,DEL VALLE J H,06/01/2017 12:00:00 AM,1016.0,760.0,110.0,145.0,571581.26
2016-2017,1072,DEL VALLE ISD,TRAVIS,Educational Institution,Public,DEL VALLE OPPORTUNITY CTR,06/01/2017 12:00:00 AM,167.0,135.0,12.0,19.0,57668.670000000006
2016-2017,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,DELCO PRIMARY,05/01/2017 12:00:00 AM,672.0,480.0,69.0,123.0,416855.1499999999
2016-2017,1398,The SAFE Alliance,TRAVIS,Private Non Profit Organization,RCCI,DELL COTTAGE,06/01/2017 12:00:00 AM,14.0,14.0,0.0,0.0,23904.34
2016-2017,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,DESSAU EL,05/01/2017 12:00:00 AM,580.0,424.0,56.0,99.0,371531.49
2016-2017,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,DESSAU MIDDLE SCHOOL,05/01/2017 12:00:00 AM,804.0,545.0,89.0,170.0,386831.95
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,DILL SPECIAL PROG,06/01/2017 12:00:00 AM,12.0,9.0,1.0,2.0,6086.959999999999
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,DOBIE MIDDLE,06/01/2017 12:00:00 AM,610.0,537.0,33.0,41.0,313184.06999999995
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,DOBIE PK CENTER,06/01/2017 12:00:00 AM,208.0,208.0,0.0,0.0,160035.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,DOSS EL,06/01/2017 12:00:00 AM,880.0,104.0,27.0,749.0,77588.20999999999
2016-2017,1071,EANES ISD,TRAVIS,Educational Institution,Public,EANES EL,05/01/2017 12:00:00 AM,673.0,17.0,3.0,654.0,16803.82
2016-2017,1067,EAST AUSTIN COLLEGE PREP ACADEMY,TRAVIS,Educational Institution,Charter,EAST AUSTIN COLLEGE PREP ACADEMY,06/01/2017 12:00:00 AM,130.0,111.0,0.0,19.0,45626.57
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,EASTSIDE MEMORIAL AT THE JOHNSTON CAMPUS,06/01/2017 12:00:00 AM,545.0,431.0,44.0,69.0,191602.79
2016-2017,1249,TEXAS JUVENILE JUSTICE DEPARTMENT,TRAVIS,Government Agency,RCCI,EVINS REGIONAL JUVENILE CENTER,06/01/2017 12:00:00 AM,142.0,142.0,0.0,0.0,234328.08000000002
2016-2017,1070,MANOR ISD,TRAVIS,Educational Institution,Public,EXCEL HIGH SCHOOL,05/01/2017 12:00:00 AM,66.0,66.0,0.0,0.0,21218.039999999997
2016-2017,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,El Presidente - Brownsville,06/01/2017 12:00:00 AM,77.0,77.0,0.0,0.0,152393.76
2016-2017,1071,EANES ISD,TRAVIS,Educational Institution,Public,FOREST TRAIL EL,05/01/2017 12:00:00 AM,580.0,5.0,0.0,575.0,10786.58
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,FULMORE MIDDLE,06/01/2017 12:00:00 AM,1027.0,605.0,65.0,357.0,330647.91
2016-2017,1249,TEXAS JUVENILE JUSTICE DEPARTMENT,TRAVIS,Government Agency,RCCI,GAINESVILLE STATE SCHOOL,06/01/2017 12:00:00 AM,270.0,270.0,0.0,0.0,472128.48000000004
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,GALINDO EL,06/01/2017 12:00:00 AM,598.0,524.0,24.0,50.0,348230.23
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,GARZA HIGH SCHOOL,06/01/2017 12:00:00 AM,201.0,64.0,7.0,130.0,16306.199999999999
2016-2017,1249,TEXAS JUVENILE JUSTICE DEPARTMENT,TRAVIS,Government Agency,RCCI,GIDDINGS STATE SCHOOL,06/01/2017 12:00:00 AM,234.0,234.0,0.0,0.0,398668.0800000001
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,GORZYCKI MIDDLE SCHOOL,06/01/2017 12:00:00 AM,1289.0,45.0,16.0,1228.0,33644.89
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,GOVALLE EL,06/01/2017 12:00:00 AM,469.0,411.0,17.0,41.0,299363.11999999994
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,GRAHAM EL,06/01/2017 12:00:00 AM,699.0,520.0,73.0,106.0,344722.33999999997
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,GUERRERO THOMPSON,06/01/2017 12:00:00 AM,663.0,606.0,30.0,27.0,503154.17000000004
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,GULLETT EL,06/01/2017 12:00:00 AM,556.0,46.0,9.0,501.0,26956.93
2016-2017,1060,HARMONY PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,HARMONY SCHOOL OF EXCELLENCE-AUSTIN,05/01/2017 12:00:00 AM,574.0,373.0,48.0,153.0,88854.84
2016-2017,1060,HARMONY PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,HARMONY SCHOOL OF INNOVATION - AUSTIN,05/01/2017 12:00:00 AM,448.0,277.0,40.0,131.0,110944.55000000002
2016-2017,1060,HARMONY PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,HARMONY SCHOOL OF POLITICAL SCIENCE & COMMUNICATION-Austin,05/01/2017 12:00:00 AM,934.0,232.0,43.0,659.0,69354.65
2016-2017,1060,HARMONY PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,HARMONY SCHOOL OF SCIENCE-AUSTIN,05/01/2017 12:00:00 AM,532.0,193.0,60.0,279.0,109456.43999999999
2016-2017,1060,HARMONY PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,HARMONY SCIENCE ACADEMY-AUSTIN,06/01/2017 12:00:00 AM,553.0,452.0,50.0,52.0,274673.64
2016-2017,1060,HARMONY PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,HARMONY SCIENCE ACADEMY-NORTH AUSTIN,05/01/2017 12:00:00 AM,886.0,388.0,80.0,418.0,144526.71000000002
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,HARRIS EL,06/01/2017 12:00:00 AM,633.0,590.0,19.0,24.0,443056.92
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,HART ELEMENTARY,06/01/2017 12:00:00 AM,703.0,631.0,45.0,27.0,535490.1099999999
2016-2017,1286,HELPING HAND HOME FOR CHILDREN INC,TRAVIS,Private Non Profit Organization,RCCI,HELPING HAND HOME FOR CHILDREN,06/01/2017 12:00:00 AM,41.0,41.0,0.0,0.0,68305.0
2016-2017,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,HENDRICKSON HS,05/01/2017 12:00:00 AM,3253.0,885.0,279.0,2089.0,462704.66000000003
2016-2017,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,HIDALGO COUNTY LEARNING CENTER,06/01/2017 12:00:00 AM,16.0,13.0,1.0,2.0,10662.89
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,HIGHLAND PARK EL,05/01/2017 12:00:00 AM,752.0,132.0,50.0,570.0,222681.81
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,HILL EL,06/01/2017 12:00:00 AM,942.0,71.0,15.0,857.0,48664.43
2016-2017,1072,DEL VALLE ISD,TRAVIS,Educational Institution,Public,HILLCREST EL,06/01/2017 12:00:00 AM,579.0,523.0,21.0,36.0,419217.55000000005
2016-2017,1072,DEL VALLE ISD,TRAVIS,Educational Institution,Public,HORNSBY-DUNLAP EL,06/01/2017 12:00:00 AM,616.0,484.0,64.0,68.0,465458.57000000007
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,HOUSTON EL,06/01/2017 12:00:00 AM,690.0,611.0,40.0,39.0,495663.33
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,INTERNATIONAL HIGH SCHOOL,06/01/2017 12:00:00 AM,303.0,270.0,17.0,15.0,162764.78999999998
2016-2017,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,JOHN B CONNALLY H S,05/01/2017 12:00:00 AM,1954.0,1148.0,220.0,586.0,541682.9800000001
2016-2017,1072,DEL VALLE ISD,TRAVIS,Educational Institution,Public,JOHN P OJEDA JR HIGH,06/01/2017 12:00:00 AM,939.0,733.0,74.0,132.0,524935.39
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,JORDAN EL,06/01/2017 12:00:00 AM,714.0,640.0,44.0,30.0,423481.13999999996
2016-2017,1072,DEL VALLE ISD,TRAVIS,Educational Institution,Public,JOSEPH GILBERT EL,06/01/2017 12:00:00 AM,635.0,505.0,67.0,63.0,490452.43999999994
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,JOSLIN EL,06/01/2017 12:00:00 AM,258.0,174.0,11.0,73.0,126416.67
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,KEALING M S,06/01/2017 12:00:00 AM,1223.0,313.0,32.0,878.0,153404.16999999998
2016-2017,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,KELLY LANE M S,05/01/2017 12:00:00 AM,1221.0,231.0,80.0,911.0,164595.7
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,KIKER EL,06/01/2017 12:00:00 AM,1052.0,46.0,7.0,999.0,36970.27
2016-2017,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP AUSTIN ACADEMY OF ARTS & LETTERS,05/01/2017 12:00:00 AM,442.0,330.0,66.0,46.0,384082.32999999996
2016-2017,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP AUSTIN BEACON PREP,06/01/2017 12:00:00 AM,402.0,305.0,57.0,41.0,316893.5200000001
2016-2017,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP AUSTIN COLLEGE PREP,05/01/2017 12:00:00 AM,438.0,364.0,38.0,36.0,380630.62000000005
2016-2017,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP AUSTIN COLLEGIATE,05/01/2017 12:00:00 AM,702.0,537.0,87.0,78.0,401257.05999999994
2016-2017,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP AUSTIN COMUNIDAD,06/01/2017 12:00:00 AM,607.0,479.0,52.0,75.0,470424.67000000004
2016-2017,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP AUSTIN CONNECTIONS EL,06/01/2017 12:00:00 AM,609.0,430.0,75.0,103.0,431675.72
2016-2017,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP AUSTIN LEADERSHIP,06/01/2017 12:00:00 AM,591.0,437.0,68.0,85.0,453435.49999999994
2016-2017,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP AUSTIN OBRAS,06/01/2017 12:00:00 AM,595.0,422.0,83.0,89.0,432154.01
2016-2017,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP AUSTIN VISTA M S,05/01/2017 12:00:00 AM,419.0,346.0,33.0,40.0,331616.94000000006
2016-2017,1064,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Educational Institution,Charter,KIPP Austin Brave,05/01/2017 12:00:00 AM,201.0,146.0,29.0,27.0,124142.73000000001
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,KOCUREK EL,06/01/2017 12:00:00 AM,541.0,331.0,43.0,168.0,214149.24000000002
2016-2017,1229,LUTHERAN SOCIAL SERVICES OF THE SOUTH INC,TRAVIS,Private Non Profit Organization,RCCI,KRAUSE RESIDENTIAL TREATMENT CENTER-Katy,06/01/2017 12:00:00 AM,69.0,69.0,0.0,0.0,124273.19999999998
2016-2017,1398,The SAFE Alliance,TRAVIS,Private Non Profit Organization,RCCI,KUTSCHER-KOTRLA COTTAGE,06/01/2017 12:00:00 AM,14.0,14.0,0.0,0.0,20259.579999999998
2016-2017,1073,LAGO VISTA ISD,TRAVIS,Educational Institution,Public,LAGO VISTA EL,05/01/2017 12:00:00 AM,419.0,136.0,19.0,264.0,75446.13999999998
2016-2017,1073,LAGO VISTA ISD,TRAVIS,Educational Institution,Public,LAGO VISTA H S,05/01/2017 12:00:00 AM,425.0,92.0,14.0,319.0,42465.64
2016-2017,1073,LAGO VISTA ISD,TRAVIS,Educational Institution,Public,LAGO VISTA INT,05/01/2017 12:00:00 AM,231.0,54.0,12.0,164.0,32732.74
2016-2017,1073,LAGO VISTA ISD,TRAVIS,Educational Institution,Public,LAGO VISTA MIDDLE,05/01/2017 12:00:00 AM,359.0,83.0,8.0,269.0,39970.37
2016-2017,1074,LAKE TRAVIS ISD,TRAVIS,Educational Institution,Public,LAKE POINTE ELEMENTARY,06/01/2017 12:00:00 AM,744.0,25.0,8.0,712.0,27356.010000000002
2016-2017,1074,LAKE TRAVIS ISD,TRAVIS,Educational Institution,Public,LAKE TRAVIS EL,06/01/2017 12:00:00 AM,931.0,370.0,71.0,489.0,248586.79
2016-2017,1074,LAKE TRAVIS ISD,TRAVIS,Educational Institution,Public,LAKEWAY EL,06/01/2017 12:00:00 AM,724.0,33.0,10.0,681.0,33332.76
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LAMAR MIDDLE,06/01/2017 12:00:00 AM,1013.0,216.0,40.0,756.0,94766.88999999998
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LANGFORD EL,06/01/2017 12:00:00 AM,620.0,547.0,44.0,29.0,470053.73000000004
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LANIER H S,06/01/2017 12:00:00 AM,1612.0,1300.0,96.0,216.0,528948.47
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LASA HIGH SCHOOL,06/01/2017 12:00:00 AM,1109.0,56.0,25.0,1028.0,35076.29
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LBJ HIGH SCHOOL,06/01/2017 12:00:00 AM,795.0,569.0,55.0,170.0,238233.92999999996
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LEE EL,06/01/2017 12:00:00 AM,406.0,55.0,8.0,343.0,38880.310000000005
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LINDER EL,06/01/2017 12:00:00 AM,300.0,267.0,15.0,17.0,236138.25
2016-2017,4943,MONTESSORI FOR ALL Inc.,TRAVIS,Educational Institution,Charter,MAGNOLIA MONTESSORI FOR ALL,06/01/2017 12:00:00 AM,379.0,118.0,33.0,227.0,67149.89
2016-2017,1070,MANOR ISD,TRAVIS,Educational Institution,Public,MANOR ELEMENTARY,05/01/2017 12:00:00 AM,503.0,373.0,50.0,80.0,297900.69
2016-2017,1070,MANOR ISD,TRAVIS,Educational Institution,Public,MANOR H S,05/01/2017 12:00:00 AM,1819.0,1204.0,173.0,442.0,727946.32
2016-2017,1070,MANOR ISD,TRAVIS,Educational Institution,Public,MANOR J H,05/01/2017 12:00:00 AM,1026.0,692.0,114.0,220.0,492022.45999999996
2016-2017,1070,MANOR ISD,TRAVIS,Educational Institution,Public,MANOR NEW TECHNOLOGY HIGH SCHOOL,05/01/2017 12:00:00 AM,389.0,180.0,50.0,159.0,159166.79000000004
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MAPLEWOOD EL,06/01/2017 12:00:00 AM,498.0,193.0,24.0,281.0,137422.77
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MARTIN J H,06/01/2017 12:00:00 AM,441.0,391.0,26.0,24.0,223556.56999999998
