ProgramYear,CEID,CEName,CECounty,TypeOfAgency,TypeOfSNPOrg,SiteName,ClaimDate,EnrollmentQty,FreeEligibleQty,ReducedEligibleQty,PaidEligibleQty,TotalReimbursement
2015-2016,1249,TEXAS JUVENILE JUSTICE DEPARTMENT,TRAVIS,Government Agency,RCCI,MCLENNAN COUNTY STATE JUVENILE CORRECTIONAL FACILI,06/01/2016 12:00:00 AM,320.0,320.0,0.0,0.0,518557.2100000001
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MENCHACA EL,06/01/2016 12:00:00 AM,736.0,320.0,46.0,371.0,198248.96000000002
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MENDEZ MIDDLE,06/01/2016 12:00:00 AM,801.0,702.0,55.0,45.0,434277.19
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,METZ EL,06/01/2016 12:00:00 AM,323.0,260.0,20.0,43.0,177691.36
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MILLS ELEMENTARY,06/01/2016 12:00:00 AM,823.0,62.0,16.0,745.0,39491.93
2015-2016,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,MURCHISON ELEMENTARY,06/01/2016 12:00:00 AM,788.0,63.0,31.0,694.0,66905.87
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MURCHISON MIDDLE,06/01/2016 12:00:00 AM,1365.0,307.0,60.0,998.0,153771.41999999995
2015-2016,1229,LUTHERAN SOCIAL SERVICES OF THE SOUTH INC,TRAVIS,Private Non Profit Organization,RCCI,NEW LIFE CHILDREN'S TREATMENT CENTER-Canyon Lake,06/01/2016 12:00:00 AM,76.0,76.0,0.0,0.0,122049.61
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,NORMAN EL,06/01/2016 12:00:00 AM,322.0,290.0,21.0,11.0,208060.48
2015-2016,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,NORTHWEST EL,06/01/2016 12:00:00 AM,541.0,320.0,63.0,158.0,286564.58
2015-2016,1058,NYOS CHARTER SCHOOL INC.,TRAVIS,Educational Institution,Charter,NYOS CHARTER SCHOOL,05/01/2016 12:00:00 AM,613.0,150.0,67.0,395.0,61360.04999999999
2015-2016,1058,NYOS CHARTER SCHOOL INC.,TRAVIS,Educational Institution,Charter,NYOS-MAGNOLIA MCCULLOUGH CAMPUS,05/01/2016 12:00:00 AM,329.0,104.0,36.0,189.0,61578.380000000005
2015-2016,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,Nueva Esperanza - Lorenaly,06/01/2016 12:00:00 AM,204.0,204.0,0.0,0.0,343360.85
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,O HENRY MIDDLE,06/01/2016 12:00:00 AM,931.0,190.0,43.0,698.0,95949.29000000001
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,OAK HILL EL,06/01/2016 12:00:00 AM,846.0,313.0,35.0,498.0,212012.90000000002
2015-2016,1070,MANOR ISD,TRAVIS,Educational Institution,Public,OAK MEADOWS ELEMENTARY SCHOOL,06/01/2016 12:00:00 AM,576.0,576.0,0.0,0.0,388550.60000000003
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,OAK SPRINGS EL,06/01/2016 12:00:00 AM,329.0,312.0,5.0,12.0,229194.56000000003
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ODOM EL,06/01/2016 12:00:00 AM,546.0,461.0,39.0,47.0,320965.38
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ORTEGA EL,06/01/2016 12:00:00 AM,308.0,245.0,34.0,29.0,175993.1
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,OVERTON ELEMENTARY,06/01/2016 12:00:00 AM,705.0,636.0,31.0,38.0,404616.0700000001
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PADRON EL,06/01/2016 12:00:00 AM,767.0,725.0,24.0,19.0,491643.63
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PALM EL,06/01/2016 12:00:00 AM,483.0,350.0,52.0,81.0,255932.66
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PAREDES MIDDLE SCHOOL,06/01/2016 12:00:00 AM,1008.0,603.0,135.0,270.0,351456.08
2015-2016,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,PARK CREST MIDDLE,06/01/2016 12:00:00 AM,918.0,276.0,85.0,556.0,207438.62
2015-2016,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,PARMER LANE EL,06/01/2016 12:00:00 AM,479.0,278.0,47.0,154.0,247856.06000000003
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PATTON EL,06/01/2016 12:00:00 AM,968.0,206.0,42.0,720.0,110041.49999999999
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PEASE EL,06/01/2016 12:00:00 AM,268.0,35.0,12.0,221.0,25769.510000000002
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PECAN SPRINGS EL,06/01/2016 12:00:00 AM,478.0,442.0,14.0,22.0,307852.44999999995
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PEREZ EL,06/01/2016 12:00:00 AM,766.0,631.0,67.0,68.0,444505.18
2015-2016,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,PFLUGERVILLE EL,06/01/2016 12:00:00 AM,432.0,166.0,33.0,232.0,116633.69
2015-2016,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,PFLUGERVILLE H S,06/01/2016 12:00:00 AM,2285.0,890.0,226.0,1169.0,343616.30000000005
2015-2016,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,PFLUGERVILLE MIDDLE,06/01/2016 12:00:00 AM,998.0,456.0,122.0,420.0,313633.8600000001
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PICKLE ELEMENTARY,06/01/2016 12:00:00 AM,694.0,649.0,26.0,19.0,409275.2400000001
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PILLOW EL,06/01/2016 12:00:00 AM,537.0,349.0,62.0,126.0,228132.06
2015-2016,1070,MANOR ISD,TRAVIS,Educational Institution,Public,PIONEER CROSSING ELEMENTARY SCHOOL,06/01/2016 12:00:00 AM,696.0,375.0,71.0,250.0,292127.48000000004
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PLEASANT HILL EL,06/01/2016 12:00:00 AM,563.0,458.0,39.0,66.0,310940.29
2015-2016,1072,DEL VALLE ISD,TRAVIS,Educational Institution,Public,POPHAM EL,06/01/2016 12:00:00 AM,785.0,605.0,77.0,102.0,560678.5700000001
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PREMIER H S AT LANIER,06/01/2016 12:00:00 AM,124.0,95.0,3.0,26.0,18052.100000000002
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PREMIER H S AT TRAVIS,06/01/2016 12:00:00 AM,130.0,94.0,5.0,31.0,19080.5
2015-2016,1070,MANOR ISD,TRAVIS,Educational Institution,Public,PRESIDENTIAL MEADOWS ELEMENTARY SCHOOL,06/01/2016 12:00:00 AM,616.0,415.0,62.0,139.0,344633.66
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,READ PRE-K DEMONSTRATION SCH,06/01/2016 12:00:00 AM,308.0,308.0,0.0,0.0,237025.24
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,REAGAN H S,06/01/2016 12:00:00 AM,1265.0,1016.0,66.0,183.0,353797.9599999999
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,REILLY EL,06/01/2016 12:00:00 AM,272.0,228.0,16.0,28.0,156168.87
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,RIDGETOP EL,06/01/2016 12:00:00 AM,294.0,111.0,13.0,170.0,85555.2
2015-2016,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,RIOJAS ELEMENTARY,06/01/2016 12:00:00 AM,842.0,121.0,52.0,669.0,112007.58999999998
2015-2016,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,RIVER OAKS EL,06/01/2016 12:00:00 AM,557.0,408.0,45.0,104.0,338881.95999999996
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,RODRIGUEZ EL,06/01/2016 12:00:00 AM,709.0,643.0,33.0,33.0,543369.1799999999
2015-2016,1249,TEXAS JUVENILE JUSTICE DEPARTMENT,TRAVIS,Government Agency,RCCI,RON JACKSON STATE JUVENILE CORRECTIONAL UNIT I,06/01/2016 12:00:00 AM,289.0,289.0,0.0,0.0,369564.38
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ROSEDALE DEVELOPMENT CTR.,06/01/2016 12:00:00 AM,263.0,62.0,6.0,195.0,21162.11
2015-2016,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,ROWE LANE ELEMENTARY,06/01/2016 12:00:00 AM,844.0,85.0,28.0,732.0,66538.76
2015-2016,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,RUTH BARRON EL,06/01/2016 12:00:00 AM,766.0,558.0,77.0,131.0,399339.69
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SANCHEZ EL,06/01/2016 12:00:00 AM,403.0,360.0,23.0,20.0,254739.94
2015-2016,1249,TEXAS JUVENILE JUSTICE DEPARTMENT,TRAVIS,Government Agency,RCCI,SCHAEFFER HOUSE,06/01/2016 12:00:00 AM,25.0,25.0,0.0,0.0,33760.18
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SCHOOL FOR YOUNG MEN,06/01/2016 12:00:00 AM,432.0,379.0,27.0,25.0,289408.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SCHOOL FOR YOUNG WOMEN,06/01/2016 12:00:00 AM,375.0,318.0,26.0,31.0,202082.81999999998
2015-2016,1074,LAKE TRAVIS ISD,TRAVIS,Educational Institution,Public,SERENE HILLS ELEMENTARY SCHOOL,06/01/2016 12:00:00 AM,784.0,43.0,16.0,724.0,43284.880000000005
2015-2016,1070,MANOR ISD,TRAVIS,Educational Institution,Public,SHADOWGLEN EL,06/01/2016 12:00:00 AM,744.0,442.0,79.0,223.0,310697.63
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SIMS EL,06/01/2016 12:00:00 AM,261.0,228.0,12.0,20.0,158535.36000000002
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SMALL MS,06/01/2016 12:00:00 AM,1004.0,259.0,62.0,684.0,143395.05000000002
2015-2016,1072,DEL VALLE ISD,TRAVIS,Educational Institution,Public,SMITH EL,06/01/2016 12:00:00 AM,806.0,639.0,84.0,83.0,530840.5800000001
2015-2016,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,SOUTHWEST KEY COMBES,06/01/2016 12:00:00 AM,75.0,75.0,0.0,0.0,134637.68000000002
2015-2016,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,SOUTHWEST KEY PROGRAM - CASA BLANCA,06/01/2016 12:00:00 AM,57.0,57.0,0.0,0.0,89874.59
2015-2016,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,SOUTHWEST KEY PROGRAM - CASITA EL PASO,06/01/2016 12:00:00 AM,82.0,82.0,0.0,0.0,155116.78000000003
2015-2016,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,SOUTHWEST KEY PROGRAM - HOUSTON-MESA UMSP,06/01/2016 12:00:00 AM,43.0,43.0,0.0,0.0,74746.58
2015-2016,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,SOUTHWEST KEY PROGRAM INC. -CASA CONROE-UMSP,06/01/2016 12:00:00 AM,141.0,141.0,0.0,0.0,235166.15000000002
2015-2016,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,SOUTHWEST KEY PROGRAM LA ESPERANZA,06/01/2016 12:00:00 AM,76.0,76.0,0.0,0.0,128990.10999999999
2015-2016,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,SOUTHWEST KEY PROGRAMS - DOWNTOWN HOUSTON,06/01/2016 12:00:00 AM,75.0,75.0,0.0,0.0,138083.09000000003
2015-2016,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,SOUTHWEST KEY PROGRAMS - FRANKLIN EL PASO,06/01/2016 12:00:00 AM,70.0,70.0,0.0,0.0,100886.28
2015-2016,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,SPRINGHILL EL,06/01/2016 12:00:00 AM,624.0,366.0,80.0,178.0,265612.29
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ST ELMO EL,06/01/2016 12:00:00 AM,300.0,235.0,24.0,41.0,162305.79
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SUMMITT EL,06/01/2016 12:00:00 AM,838.0,261.0,61.0,517.0,171030.87999999998
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SUNSET VALLEY EL,06/01/2016 12:00:00 AM,536.0,314.0,19.0,203.0,229578.74
2015-2016,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,SW KEY SHELTER CARE PROGRAM,06/01/2016 12:00:00 AM,94.0,94.0,0.0,0.0,180545.38999999998
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,T A BROWN EL,06/01/2016 12:00:00 AM,366.0,331.0,16.0,18.0,236090.33000000002
2015-2016,1249,TEXAS JUVENILE JUSTICE DEPARTMENT,TRAVIS,Government Agency,RCCI,TAMAYO HOUSE,06/01/2016 12:00:00 AM,25.0,25.0,0.0,0.0,30938.710000000003
2015-2016,1059,TEXAS EMPOWERMENT ACADEMY,TRAVIS,Educational Institution,Charter,TEXAS EMPOWERMENT ACADEMY SCH,06/01/2016 12:00:00 AM,83.0,58.0,0.0,24.0,52317.49000000001
2015-2016,1059,TEXAS EMPOWERMENT ACADEMY,TRAVIS,Educational Institution,Charter,TEXAS EMPOWERMENT ACADEMY-EL,06/01/2016 12:00:00 AM,198.0,140.0,0.0,58.0,126412.87
2015-2016,1280,TEXAS SCHOOL FOR THE BLIND & VISUALLY IMPAIRED,TRAVIS,Government Agency,RCCI,TEXAS SCHOOL FOR THE BLIND & VISUALLY IMPAIRED,06/01/2016 12:00:00 AM,154.0,140.0,0.0,14.0,73915.12
2015-2016,1281,TEXAS SCHOOL FOR THE DEAF,TRAVIS,Government Agency,RCCI,TEXAS SCHOOL FOR THE DEAF,06/01/2016 12:00:00 AM,449.0,256.0,39.0,154.0,255966.11
2015-2016,1067,EAST AUSTIN COLLEGE PREP ACADEMY,TRAVIS,Educational Institution,Charter,THE EAST AUSTIN COLLEGE PREP AT MLK,06/01/2016 12:00:00 AM,408.0,348.0,0.0,60.0,198512.36000000002
2015-2016,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,TIMMERMAN EL,06/01/2016 12:00:00 AM,413.0,152.0,41.0,220.0,110673.56999999999
2015-2016,1398,The SAFE Alliance,TRAVIS,Private Non Profit Organization,RCCI,TOPFER COTTAGE,06/01/2016 12:00:00 AM,10.0,10.0,0.0,0.0,12926.829999999998
2015-2016,1282,TRAVIS COUNTY JUVENILE PROBATION DEPARTMENT,TRAVIS,Government Agency,RCCI,TRAVIS COUNTY JUVENILE PROBATION DEPT,06/01/2016 12:00:00 AM,143.0,143.0,0.0,0.0,198226.36000000002
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,TRAVIS H S,06/01/2016 12:00:00 AM,1272.0,991.0,93.0,188.0,464745.0900000001
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,TRAVIS HTS CHARTER,06/01/2016 12:00:00 AM,537.0,354.0,12.0,171.0,222214.43000000002
2015-2016,1063,UNIVERSITY OF TEXAS AT AUSTIN,TRAVIS,Educational Institution,Charter,UNIVERSITY OF TEXAS ELEMENTARY,05/01/2016 12:00:00 AM,304.0,122.0,37.0,146.0,98999.61000000002
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,UPHAUS EARLY CHILDHOOD CENTER,06/01/2016 12:00:00 AM,280.0,256.0,11.0,14.0,180750.00999999998
2015-2016,1071,EANES ISD,TRAVIS,Educational Institution,Public,VALLEY VIEW EL,05/01/2016 12:00:00 AM,511.0,30.0,4.0,478.0,16899.53
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WALNUT CREEK EL,06/01/2016 12:00:00 AM,655.0,572.0,25.0,57.0,347341.13
2015-2016,1057,WAYSIDE SCHOOLS,TRAVIS,Educational Institution,Charter,WAYSIDE ALTAMIRA ACADEMY,06/01/2016 12:00:00 AM,274.0,131.0,45.0,98.0,81156.90999999999
2015-2016,1057,WAYSIDE SCHOOLS,TRAVIS,Educational Institution,Charter,WAYSIDE EDEN PARK ACADEMY,06/01/2016 12:00:00 AM,450.0,137.0,55.0,259.0,72600.2
2015-2016,1057,WAYSIDE SCHOOLS,TRAVIS,Educational Institution,Charter,WAYSIDE REAL LEARNING ACADEMY,06/01/2016 12:00:00 AM,703.0,421.0,65.0,217.0,195073.15999999997
2015-2016,1057,WAYSIDE SCHOOLS,TRAVIS,Educational Institution,Charter,WAYSIDE SCI-TECH MIDDLE AND H S,05/01/2016 12:00:00 AM,419.0,217.0,36.0,166.0,73679.34999999999
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WEBB MIDDLE,06/01/2016 12:00:00 AM,720.0,664.0,26.0,30.0,355904.64999999997
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WEBB PRIMARY CENTER,06/01/2016 12:00:00 AM,224.0,210.0,8.0,6.0,175872.77999999997
2015-2016,1074,LAKE TRAVIS ISD,TRAVIS,Educational Institution,Public,WEST CYPRESS HILLS EL,06/01/2016 12:00:00 AM,620.0,45.0,9.0,566.0,40853.21
2015-2016,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,WESTVIEW MIDDLE,06/01/2016 12:00:00 AM,844.0,527.0,110.0,207.0,368300.75
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WIDEN EL,06/01/2016 12:00:00 AM,575.0,500.0,41.0,34.0,384446.36000000004
2015-2016,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,WIELAND ELEMENTARY,06/01/2016 12:00:00 AM,437.0,206.0,59.0,173.0,187657.61000000002
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WILLIAMS EL,06/01/2016 12:00:00 AM,461.0,328.0,50.0,83.0,233202.37
2015-2016,1249,TEXAS JUVENILE JUSTICE DEPARTMENT,TRAVIS,Government Agency,RCCI,WILLOUGHBY HOUSE,06/01/2016 12:00:00 AM,20.0,20.0,0.0,0.0,23157.359999999997
2015-2016,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,WINDERMERE EL,06/01/2016 12:00:00 AM,430.0,164.0,48.0,218.0,130889.21999999999
2015-2016,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,WINDERMERE PRI,06/01/2016 12:00:00 AM,457.0,188.0,44.0,224.0,144067.72
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WINN EL,06/01/2016 12:00:00 AM,305.0,275.0,14.0,15.0,192906.53
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WOOLDRIDGE EL,06/01/2016 12:00:00 AM,639.0,583.0,29.0,27.0,431204.88999999996
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WOOTEN EL,06/01/2016 12:00:00 AM,616.0,562.0,19.0,35.0,365637.49
2015-2016,1249,TEXAS JUVENILE JUSTICE DEPARTMENT,TRAVIS,Government Agency,RCCI,YORK HOUSE,06/01/2016 12:00:00 AM,21.0,21.0,0.0,0.0,17909.2
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ZAVALA EL,06/01/2016 12:00:00 AM,379.0,352.0,12.0,15.0,242597.77000000002
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ZILKER EL,06/01/2016 12:00:00 AM,549.0,105.0,23.0,421.0,63445.73
