Year,Campus_Number,Asian-AllSub Score,Hispanic/Latino-AllSub Score,Native Hawaiian/Other Pacific Islander-AllSub Score,Multiracial-AllSub Score,White-AllSub Score,Black or African American-AllSub Score,American Indian or Alaska Native-AllSub Score,Econ Disadv-AllSub Score,At Risk-AllSub Score
2017,227901139,.,70,.,-1,63,47,.,61,62
2017,227901140,-1,73,.,89,83,45,.,65,62
2017,227901141,100,59,.,-1,48,58,.,58,56
2017,227901143,94,74,-1,85,89,49,.,65,60
2017,227901144,-1,80,.,.,94,58,-1,80,80
2017,227901145,100,72,.,-1,-1,66,.,71,59
2017,227901146,100,78,.,100,89,57,.,73,46
2017,227901147,94,69,-1,74,84,60,.,65,55
2017,227901148,95,66,.,88,94,85,-1,61,60
2017,227901149,.,65,.,-1,82,65,.,64,59
2017,227901150,.,75,.,.,-1,65,.,70,65
2017,227901151,92,63,.,96,87,67,-1,67,57
2017,227901152,56,68,.,100,95,45,.,66,61
2017,227901154,85,87,100,91,96,86,.,64,62
2017,227901155,97,85,-1,90,93,56,.,71,62
2017,227901156,.,71,.,100,90,47,.,70,65
2017,227901157,.,61,.,.,-1,71,.,60,58
2017,227901158,100,56,.,85,87,50,.,49,49
2017,227901159,100,85,.,82,87,82,.,84,80
2017,227901160,55,66,.,-1,82,77,.,65,57
2017,227901161,-1,77,.,-1,68,55,-1,74,73
2017,227901162,.,58,.,-1,100,62,-1,58,55
2017,227901163,74,84,.,83,80,69,-1,83,83
2017,227901164,-1,56,.,.,65,65,.,57,54
2017,227901165,-1,83,.,.,-1,83,.,83,83
2017,227901166,100,63,.,57,62,64,.,62,48
2017,227901168,-1,71,.,-1,91,62,.,71,69
2017,227901170,100,79,.,86,91,60,.,74,56
2017,227901171,90,73,.,-1,100,68,.,70,66
2017,227901172,100,62,.,84,88,49,.,61,50
2017,227901173,79,67,.,79,79,50,.,65,46
2017,227901174,-1,61,.,-1,-1,32,.,58,53
2017,227901175,.,52,.,-1,-1,50,.,53,48
2017,227901176,.,66,.,.,78,47,.,65,60
2017,227901177,.,.,.,.,.,.,.,.,.
2017,227901178,.,69,.,.,75,63,-1,68,64
2017,227901179,89,69,-1,78,89,40,-1,62,55
2017,227901180,100,96,.,98,96,100,-1,78,85
2017,227901181,99,93,.,98,96,80,.,82,81
2017,227901182,95,86,.,96,92,78,-1,79,62
2017,227901183,97,86,.,91,91,60,-1,78,67
2017,227901184,94,91,.,94,94,55,.,95,69
2017,227901185,94,85,.,91,92,80,-1,84,80
2017,227901186,80,81,.,-1,100,69,-1,81,80
2017,227901187,95,75,.,88,93,92,-1,63,55
2017,227901188,.,74,.,100,100,88,.,75,73
2017,227901189,.,70,.,83,67,68,.,70,68
2017,227901190,.,67,.,45,92,62,-1,66,61
2017,227901192,.,.,.,.,.,.,.,.,.
2017,227901193,.,60,.,-1,-1,-1,.,58,57
2017,227901194,.,.,.,.,.,.,.,.,.
2017,227901249,.,.,.,.,.,.,.,.,.
2017,227901250,.,.,.,.,.,.,.,.,.
2017,227901251,.,-1,.,.,58,-1,.,72,.
2017,227904001,95,78,-1,79,84,74,80,75,72
2017,227904003,88,64,92,69,81,64,53,66,65
2017,227904004,94,80,92,91,91,77,-1,75,75
2017,227904008,.,.,.,.,.,.,.,.,.
2017,227904041,89,71,-1,77,89,66,-1,64,58
2017,227904042,83,64,-1,73,86,60,-1,62,48
2017,227904043,94,82,.,92,89,74,89,76,63
2017,227904045,90,59,-1,73,62,59,.,60,51
2017,227904046,95,84,.,84,93,80,-1,77,76
2017,227904048,92,78,-1,89,92,78,75,75,65
2017,227904101,92,76,.,91,85,65,.,70,68
2017,227904102,88,78,.,80,80,74,.,75,71
2017,227904103,95,70,-1,96,89,54,.,66,71
2017,227904104,89,63,-1,73,69,53,.,62,43
2017,227904105,91,66,.,78,65,60,.,65,54
2017,227904106,79,74,-1,71,84,75,-1,71,73
2017,227904107,.,74,.,100,80,64,.,72,65
2017,227904108,89,72,.,79,88,60,-1,64,65
2017,227904109,90,71,.,71,87,60,.,69,57
2017,227904110,.,.,.,.,.,.,.,.,.
2017,227904111,88,79,.,60,88,62,.,76,76
2017,227904112,91,87,.,90,92,66,100,82,72
2017,227904113,.,.,.,.,.,.,.,.,.
2017,227904114,79,73,.,84,77,51,-1,67,59
2017,227904115,97,88,.,92,92,90,.,83,88
2017,227904116,95,82,83,86,88,80,-1,79,78
2017,227904117,87,68,.,69,91,39,-1,68,61
2017,227904118,90,84,100,82,89,74,100,73,80
2017,227904119,73,79,.,.,96,77,-1,77,75
2017,227904120,92,75,-1,93,87,56,.,64,63
2017,227907001,56,63,-1,73,69,59,-1,61,54
2017,227907002,.,40,.,.,-1,18,.,34,33
2017,227907004,95,84,.,100,91,82,-1,83,73
2017,227907041,77,52,-1,43,67,40,-1,47,37
2017,227907042,77,61,100,76,82,61,.,61,52
2017,227907101,-1,68,.,-1,79,63,-1,66,62
2017,227907102,75,71,.,77,76,61,.,67,62
2017,227907104,.,61,.,-1,100,58,-1,60,57
2017,227907105,-1,62,.,45,79,43,.,59,57
2017,227907106,59,52,-1,69,81,50,.,48,47
2017,227907107,60,62,.,-1,82,40,-1,58,57
2017,227907108,88,71,.,67,98,73,.,75,67
2017,227907109,95,68,.,74,77,63,.,62,59
2017,227909001,98,98,-1,99,97,88,100,97,86
2017,227909005,.,.,.,.,.,.,.,.,.
2017,227909041,98,91,.,98,97,88,90,86,80
2017,227909042,98,94,.,99,96,100,.,80,76
2017,227909101,96,90,.,90,92,100,.,100,71
2017,227909102,100,93,.,92,96,86,-1,100,82
2017,227909103,100,92,.,100,92,-1,-1,86,69
2017,227909104,96,98,.,96,97,-1,.,-1,92
2017,227909105,99,97,.,98,95,.,.,-1,98
2017,227909106,98,92,.,100,95,-1,.,86,72
2017,227910001,68,68,-1,78,75,69,57,66,60
2017,227910002,-1,44,.,-1,80,43,.,46,46
2017,227910041,74,65,.,76,62,61,71,63,55
2017,227910042,-1,57,.,83,73,51,.,57,45
2017,227910043,-1,59,.,88,55,58,.,59,48
2017,227910101,89,62,.,74,79,65,100,61,53
2017,227910106,-1,64,.,100,69,65,.,64,58
2017,227910107,.,62,.,-1,69,95,.,64,60
2017,227910108,56,59,.,-1,-1,49,.,58,51
2017,227910109,100,58,.,89,71,48,.,54,45
2017,227910110,79,64,.,70,87,52,.,62,57
2017,227910111,.,61,-1,-1,69,-1,.,61,57
2017,227910112,-1,68,.,93,74,63,-1,68,61
2017,227912001,-1,77,-1,85,83,.,-1,68,69
2017,227912041,100,72,100,67,83,100,-1,69,54
2017,227912101,.,78,.,100,73,-1,.,57,58
2017,227912102,.,89,-1,96,87,-1,-1,78,72
2017,227913001,98,86,-1,88,95,83,89,79,83
2017,227913041,100,88,100,97,95,80,100,89,80
2017,227913042,100,85,.,97,96,81,100,78,78
2017,227913101,90,71,.,100,93,64,.,72,65
2017,227913102,98,84,.,97,95,71,-1,95,82
2017,227913103,99,84,.,94,92,79,-1,78,71
2017,227913104,100,90,.,100,96,100,-1,86,79
2017,227913105,100,92,.,92,92,-1,-1,80,68
2017,227913106,97,87,.,86,93,-1,-1,76,80
2018,227803001,-1,58,.,-1,80,67,-1,56,51
2018,227803101,100,72,.,84,84,59,.,67,62
2018,227803102,-1,65,-1,-1,79,-1,.,61,59
2018,227803103,-1,47,.,-1,62,-1,.,41,39
2018,227804101,99,79,.,87,94,78,.,76,72
2018,227804102,100,71,.,-1,95,-1,.,78,70
2018,227805041,.,-1,.,-1,.,68,.,66,-1
2018,227805101,.,.,.,.,.,.,.,.,.
2018,227806005,.,-1,.,.,-1,.,.,-1,-1
2018,227806009,.,.,.,.,-1,.,.,.,.
2018,227806015,.,.,.,.,.,.,.,.,.
2018,227806017,.,-1,.,.,.,.,.,.,-1
2018,227806023,.,.,.,.,.,.,.,.,.
2018,227806024,.,.,.,.,.,.,.,.,.
2018,227806025,.,-1,.,-1,.,-1,.,-1,-1
2018,227806029,.,.,.,.,.,.,.,.,.
2018,227806030,.,.,.,.,.,.,.,.,.
2018,227806031,.,-1,.,-1,92,-1,-1,.,-1
2018,227806032,.,.,.,.,.,.,.,.,.
2018,227806034,.,.,.,.,.,.,.,.,.
2018,227806037,.,.,.,.,.,.,.,.,.
2018,227806040,.,.,.,.,.,.,.,.,.
2018,227806041,.,.,.,.,.,.,.,.,.
2018,227806043,.,-1,.,-1,-1,.,.,-1,-1
2018,227806044,.,.,.,.,-1,.,.,.,.
2018,227806045,.,.,.,.,.,.,.,.,.
2018,227806046,.,-1,.,.,.,.,.,-1,-1
2018,227806049,.,.,.,.,.,.,.,.,.
2018,227814001,91,93,-1,100,96,91,-1,.,78
2018,227816001,81,62,.,71,69,68,.,63,60
2018,227816002,90,76,.,93,79,80,-1,76,71
2018,227816003,84,71,.,91,87,69,.,70,72
2018,227816004,91,79,.,85,87,83,-1,81,78
2018,227816005,-1,70,.,-1,88,79,.,69,68
2018,227816006,86,73,.,80,77,68,-1,62,55
2018,227816101,100,69,.,-1,72,81,.,69,65
2018,227817001,-1,75,.,-1,97,83,.,75,60
2018,227817101,.,76,.,-1,-1,69,.,74,72
2018,227819101,-1,78,.,100,92,75,.,76,69
2018,227820001,-1,79,.,.,-1,-1,.,79,71
2018,227820002,.,67,.,-1,-1,-1,.,68,59
2018,227820041,-1,78,.,-1,-1,88,.,77,65
2018,227820042,.,81,.,-1,-1,-1,-1,80,74
2018,227820043,-1,76,.,-1,-1,-1,.,74,66
2018,227820044,-1,68,.,-1,100,67,.,68,64
2018,227820101,.,69,.,.,100,-1,.,69,69
2018,227820102,-1,68,.,-1,-1,53,-1,65,67
2018,227820103,.,75,.,-1,-1,-1,.,72,68
2018,227820104,.,66,.,-1,-1,56,.,64,62
2018,227821101,-1,63,.,69,85,-1,-1,61,69
2018,227824001,.,66,.,-1,-1,-1,.,70,53
2018,227824002,.,65,.,.,-1,54,.,65,57
2018,227825001,.,70,.,-1,89,60,.,70,60
2018,227826101,-1,62,.,-1,92,80,.,55,-1
2018,227827001,.,-1,.,.,.,-1,.,-1,.
2018,227828001,-1,-1,.,-1,-1,-1,.,-1,56
2018,227828002,.,.,.,.,.,.,.,.,.
2018,227901002,93,80,.,95,95,74,-1,75,73
2018,227901004,93,67,.,93,85,70,.,69,64
2018,227901005,98,86,.,98,96,82,-1,81,78
2018,227901006,-1,71,.,-1,77,61,-1,70,64
2018,227901007,-1,69,.,-1,79,66,.,69,62
2018,227901008,-1,71,-1,100,82,65,-1,70,61
2018,227901009,90,82,-1,82,94,75,-1,74,72
2018,227901012,.,.,.,.,.,.,.,.,.
2018,227901013,97,91,-1,99,97,92,-1,87,81
2018,227901014,-1,63,.,-1,-1,63,.,63,56
2018,227901015,.,-1,.,-1,-1,-1,.,-1,-1
2018,227901017,88,74,-1,85,90,69,-1,73,67
2018,227901018,100,100,-1,100,100,100,-1,99,97
2018,227901019,-1,58,.,-1,-1,-1,.,56,50
2018,227901025,.,-1,.,.,-1,-1,.,-1,-1
2018,227901026,.,-1,.,-1,-1,-1,.,-1,-1
2018,227901027,.,.,.,.,.,.,.,.,.
2018,227901028,100,93,-1,100,99,89,-1,92,87
2018,227901029,.,45,.,.,-1,-1,.,46,45
2018,227901030,.,.,.,.,.,.,.,.,.
2018,227901032,.,.,.,.,.,.,.,.,.
2018,227901035,.,-1,.,.,.,-1,.,-1,-1
2018,227901036,.,.,.,.,.,.,.,.,.
2018,227901043,74,61,.,91,95,41,-1,55,41
2018,227901044,100,76,.,94,98,63,.,66,47
2018,227901045,90,74,-1,88,93,59,-1,60,59
2018,227901046,83,55,.,-1,63,55,-1,55,48
2018,227901047,93,67,-1,84,94,76,-1,63,58
2018,227901051,81,56,.,-1,-1,39,.,54,47
2018,227901052,94,72,-1,91,91,64,-1,63,55
2018,227901053,-1,56,.,-1,50,54,-1,55,47
2018,227901054,89,65,.,75,76,66,.,64,54
2018,227901055,-1,57,.,-1,47,63,.,57,48
2018,227901057,86,67,-1,76,90,58,-1,66,57
2018,227901058,.,48,.,-1,-1,45,-1,46,39
2018,227901059,89,77,-1,93,90,52,-1,67,60
2018,227901060,90,73,-1,88,91,61,-1,64,58
2018,227901061,90,65,.,86,88,62,-1,63,54
2018,227901062,96,93,-1,96,96,83,-1,76,74
2018,227901064,-1,62,.,-1,-1,54,-1,58,52
2018,227901065,-1,54,.,-1,-1,46,.,52,43
2018,227901101,.,76,.,.,.,71,.,76,71
2018,227901102,-1,61,.,-1,-1,64,.,61,61
2018,227901103,100,85,.,95,96,-1,.,78,75
2018,227901104,-1,73,.,-1,94,-1,.,58,57
2018,227901105,.,85,.,76,100,82,.,83,78
2018,227901106,.,68,.,-1,94,-1,.,63,60
2018,227901107,-1,67,.,100,93,-1,.,52,62
2018,227901108,.,71,.,.,-1,-1,.,75,73
2018,227901109,-1,68,.,.,-1,93,.,70,68
2018,227901110,83,90,-1,93,94,-1,.,85,66
2018,227901111,.,72,.,-1,65,60,.,64,61
2018,227901112,87,92,.,100,94,-1,.,88,67
2018,227901113,-1,65,.,83,89,-1,.,62,61
2018,227901114,-1,67,.,-1,91,63,.,64,58
2018,227901115,.,.,.,.,.,.,.,.,.
2018,227901116,.,66,.,100,-1,-1,.,63,63
2018,227901117,-1,95,-1,93,97,88,.,83,95
2018,227901118,-1,66,.,-1,-1,49,-1,64,61
2018,227901119,100,78,.,100,95,-1,.,62,69
2018,227901120,-1,61,.,-1,94,.,.,62,-1
2018,227901121,86,92,.,76,94,-1,.,74,61
2018,227901122,100,66,.,86,93,-1,.,54,48
2018,227901123,97,81,.,91,98,-1,-1,80,81
2018,227901124,-1,69,.,.,-1,-1,.,66,66
2018,227901125,-1,52,.,-1,-1,64,.,55,52
2018,227901126,-1,85,.,-1,100,84,.,86,80
2018,227901127,-1,71,.,-1,-1,-1,.,72,69
2018,227901128,.,70,.,-1,97,72,.,65,-1
2018,227901129,.,78,.,-1,-1,67,.,73,71
2018,227901130,.,77,.,-1,100,-1,-1,75,71
2018,227901131,.,.,.,.,.,.,.,.,.
2018,227901132,-1,74,.,-1,-1,-1,.,72,69
2018,227901133,-1,72,.,-1,91,-1,.,56,57
2018,227901136,-1,79,.,-1,86,-1,.,77,68
2018,227901138,85,73,-1,94,86,-1,.,71,71
2018,227901139,.,85,.,-1,-1,-1,.,77,76
2018,227901140,-1,68,-1,64,93,-1,.,64,61
2018,227901141,86,62,.,-1,-1,-1,.,60,59
2018,227901143,91,69,-1,86,87,-1,.,61,58
2018,227901144,.,77,.,.,95,-1,-1,77,76
2018,227901145,-1,77,.,-1,.,73,.,75,65
2018,227901146,92,81,.,100,89,-1,.,67,70
2018,227901147,90,70,-1,79,83,-1,.,66,58
2018,227901148,94,68,.,94,92,-1,-1,64,62
2018,227901149,-1,68,.,-1,-1,-1,.,66,63
2018,227901150,.,82,-1,-1,.,74,.,78,71
2018,227901151,-1,66,.,-1,76,-1,-1,62,56
2018,227901152,-1,64,.,-1,-1,-1,.,62,58
2018,227901154,89,81,-1,97,95,80,.,66,66
2018,227901155,95,93,.,98,93,83,.,89,79
2018,227901156,.,72,.,.,85,-1,.,69,65
2018,227901157,-1,73,.,.,.,-1,-1,69,70
2018,227901158,100,59,.,-1,89,-1,.,56,55
2018,227901159,.,89,.,.,97,93,-1,89,88
2018,227901160,-1,71,.,-1,90,80,.,73,68
2018,227901161,.,81,.,-1,64,76,.,80,78
2018,227901162,.,62,-1,.,-1,-1,.,63,58
2018,227901163,73,82,.,-1,68,78,.,81,81
2018,227901164,-1,62,.,.,79,67,-1,63,61
2018,227901165,.,85,.,.,-1,-1,.,84,83
2018,227901166,92,72,.,-1,71,-1,.,71,64
2018,227901168,-1,70,.,.,60,-1,.,71,68
2018,227901170,-1,76,.,76,91,-1,.,73,63
2018,227901171,100,81,-1,-1,-1,-1,.,77,75
2018,227901172,100,60,.,97,84,62,.,62,51
2018,227901173,-1,70,.,68,88,-1,.,69,61
2018,227901174,-1,68,.,-1,-1,-1,.,67,65
2018,227901175,.,65,.,-1,-1,-1,.,62,61
2018,227901176,.,71,.,-1,81,83,.,71,66
2018,227901177,.,.,.,.,.,.,.,.,.
2018,227901178,.,73,.,-1,-1,73,-1,71,70
2018,227901179,94,70,-1,88,92,-1,.,68,65
2018,227901180,100,94,.,98,97,-1,-1,93,91
2018,227901181,100,90,.,96,94,95,.,82,66
2018,227901182,93,86,.,96,95,100,-1,82,72
2018,227901183,90,84,.,94,89,72,.,75,61
2018,227901184,97,95,-1,93,95,-1,.,-1,77
2018,227901185,96,84,.,93,89,83,-1,82,81
2018,227901186,-1,85,.,-1,100,-1,-1,84,83
2018,227901187,99,81,.,88,92,92,-1,65,67
2018,227901188,.,82,.,-1,.,82,.,81,81
2018,227901189,.,72,.,-1,-1,70,.,71,68
2018,227901190,.,72,.,-1,90,-1,-1,72,69
2018,227901192,.,.,.,.,.,.,.,.,.
2018,227901193,.,61,.,-1,-1,-1,.,62,60
2018,227901194,.,.,.,.,.,.,.,.,.
2018,227901250,.,.,.,.,.,.,.,.,.
2018,227901251,.,-1,.,.,-1,-1,.,-1,-1
2018,227904001,90,79,.,75,89,79,-1,75,69
2018,227904003,75,62,-1,74,70,65,-1,63,56
2018,227904004,93,85,-1,90,91,81,-1,78,73
2018,227904005,90,78,-1,86,91,79,-1,75,70
2018,227904008,.,.,.,.,.,.,.,.,.
2018,227904041,93,72,-1,77,85,67,-1,68,57
2018,227904042,83,67,-1,63,76,58,-1,63,54
2018,227904043,97,83,.,88,89,75,-1,78,68
2018,227904045,87,58,-1,-1,58,61,-1,60,49
2018,227904046,97,87,.,87,95,80,100,80,69
2018,227904048,93,76,.,93,89,76,-1,72,63
2018,227904101,90,80,.,90,86,82,-1,74,66
2018,227904102,89,87,.,-1,90,77,.,84,83
2018,227904103,90,71,-1,76,82,-1,.,70,61
2018,227904104,80,61,.,-1,82,57,.,62,50
2018,227904105,93,67,.,-1,68,59,.,66,60
2018,227904106,93,81,.,73,90,77,-1,78,67
2018,227904107,-1,79,.,-1,90,74,.,76,74
2018,227904108,94,74,.,84,91,72,.,73,66
2018,227904109,89,69,.,85,86,70,.,68,64
2018,227904110,.,.,.,.,.,.,.,.,.
2018,227904111,-1,77,.,-1,-1,61,.,74,71
2018,227904112,93,91,.,86,93,82,-1,85,68
2018,227904113,.,.,.,.,.,.,.,.,.
2018,227904114,-1,77,.,77,85,-1,-1,70,67
2018,227904115,97,89,.,97,95,91,.,84,79
2018,227904116,95,90,-1,85,91,85,-1,83,75
2018,227904117,92,75,.,-1,-1,62,-1,75,77
2018,227904118,97,86,-1,96,94,77,-1,84,73
2018,227904119,-1,79,.,.,94,85,.,78,77
2018,227904120,92,76,-1,88,90,70,.,72,63
2018,227904121,91,78,.,97,86,86,-1,76,68
2018,227907001,50,62,-1,58,69,59,-1,60,54
2018,227907002,.,-1,.,-1,-1,-1,-1,-1,-1
2018,227907004,94,89,.,-1,95,82,.,89,81
2018,227907041,-1,46,.,-1,52,38,-1,43,37
2018,227907042,79,58,-1,61,71,56,.,56,51
2018,227907043,91,75,100,66,82,67,-1,70,62
2018,227907101,-1,70,-1,-1,86,80,.,70,68
2018,227907102,64,66,.,82,83,66,.,65,63
2018,227907104,.,71,.,-1,100,63,-1,70,67
2018,227907105,-1,78,.,-1,84,65,.,75,75
2018,227907106,74,59,-1,-1,69,52,.,57,56
2018,227907107,-1,72,.,-1,92,58,-1,70,69
2018,227907108,86,66,-1,92,86,71,.,70,67
2018,227907109,100,77,.,-1,76,68,.,68,69
2018,227907110,.,.,.,.,.,.,.,.,.
2018,227907111,-1,74,.,-1,-1,70,.,70,68
2018,227909001,99,95,-1,96,97,92,-1,87,81
2018,227909005,.,.,.,.,.,.,.,.,.
2018,227909041,99,95,-1,98,96,-1,-1,96,80
2018,227909042,97,91,.,99,96,-1,-1,76,77
2018,227909101,96,85,.,94,93,-1,.,-1,76
2018,227909102,95,86,.,98,96,-1,.,-1,72
2018,227909103,100,83,.,100,95,.,-1,76,63
2018,227909104,97,96,.,100,98,-1,.,-1,-1
2018,227909105,98,97,.,100,96,-1,.,-1,93
2018,227909106,100,96,.,97,98,-1,.,94,87
2018,227910001,-1,66,-1,85,68,67,-1,65,57
2018,227910002,-1,-1,.,.,-1,-1,.,-1,-1
2018,227910041,74,63,.,91,82,53,-1,63,55
2018,227910042,-1,56,.,70,67,42,.,55,48
2018,227910043,-1,59,.,88,63,57,-1,59,49
2018,227910101,-1,64,.,72,76,-1,-1,64,56
2018,227910106,.,66,.,-1,71,-1,.,65,65
2018,227910107,.,62,.,-1,-1,-1,.,62,56
2018,227910108,-1,66,.,-1,-1,53,.,63,61
2018,227910109,-1,62,.,-1,65,56,.,59,50
2018,227910110,-1,62,.,-1,90,54,.,59,56
2018,227910111,.,65,.,-1,66,-1,.,65,62
2018,227910112,-1,70,.,96,77,74,.,71,67
2018,227912001,-1,79,.,89,85,-1,.,69,66
2018,227912041,-1,71,-1,77,87,-1,-1,67,62
2018,227912101,.,76,.,100,92,.,-1,79,57
2018,227912102,.,90,-1,98,87,.,.,81,73
2018,227913001,98,83,-1,90,94,-1,-1,76,80
2018,227913041,98,89,100,94,94,78,100,83,70
2018,227913042,98,86,.,96,95,86,100,78,77
2018,227913101,91,68,.,100,89,-1,.,65,61
2018,227913102,97,85,.,91,94,-1,-1,90,68
2018,227913103,98,83,.,97,92,-1,.,75,71
2018,227913104,99,92,.,100,95,91,-1,91,72
2018,227913105,91,90,.,98,93,-1,-1,90,73
2018,227913106,100,86,-1,88,90,-1,.,72,64
2019,227803001,100,58,.,53,74,58,-1,57,50
2019,227803101,80,73,.,83,87,73,.,65,68
2019,227803102,-1,73,.,88,88,63,.,71,70
2019,227803103,100,55,.,38,87,48,.,53,54
2019,227804101,98,76,.,93,97,81,.,78,69
2019,227804102,93,67,.,100,87,56,-1,67,68
2019,227805041,.,58,.,75,.,69,.,65,47
2019,227805101,.,.,.,.,.,.,.,.,.
2019,227806005,.,.,.,.,.,.,.,.,.
2019,227806009,.,.,.,.,.,.,.,.,.
2019,227806015,.,.,.,.,.,.,.,.,.
2019,227806017,.,-1,.,.,.,.,.,-1,-1
2019,227806023,.,.,.,.,.,.,.,.,.
2019,227806024,.,.,.,.,.,.,.,.,.
2019,227806025,.,39,.,.,.,19,.,30,27
2019,227806029,.,.,.,.,.,.,.,.,.
2019,227806030,.,.,.,.,.,.,.,.,.
2019,227806031,.,93,.,-1,94,88,80,-1,-1
2019,227806032,.,.,.,.,.,.,.,.,.
2019,227806034,.,.,.,.,.,.,.,.,.
2019,227806037,.,.,.,.,.,.,.,.,.
2019,227806040,.,-1,.,.,.,.,.,.,.
2019,227806041,.,.,.,.,.,.,.,.,.
2019,227806043,.,57,.,.,54,.,.,-1,55
2019,227806044,.,.,.,.,.,.,.,.,.
2019,227806045,.,.,.,.,.,.,.,.,.
2019,227806046,.,-1,.,.,.,.,.,.,-1
2019,227806049,.,.,.,.,.,.,.,.,.
2019,227806051,.,.,.,.,.,.,.,.,.
2019,227806052,.,.,.,.,.,.,.,.,.
2019,227814001,97,95,-1,100,96,93,-1,.,87
2019,227816001,86,61,.,67,67,65,.,63,57
2019,227816002,91,77,.,88,90,76,-1,77,75
2019,227816003,88,71,.,94,89,86,.,78,72
2019,227816004,90,79,.,57,90,81,.,81,74
2019,227816005,100,66,.,-1,89,78,.,65,61
2019,227816006,91,82,100,84,88,70,.,84,69
2019,227816101,100,76,100,75,92,78,.,77,72
2019,227817001,100,74,.,92,100,71,.,75,63
2019,227817101,.,78,.,67,100,93,.,79,72
2019,227819101,100,83,.,91,96,79,.,78,79
2019,227820001,.,79,.,.,-1,89,.,78,71
2019,227820002,-1,75,.,-1,100,83,.,76,71
2019,227820013,71,85,.,-1,-1,87,100,86,71
2019,227820014,.,81,.,.,86,71,100,80,64
2019,227820015,.,72,.,40,-1,71,.,73,60
2019,227820016,-1,72,.,75,-1,70,-1,70,57
2019,227820017,76,85,.,-1,.,81,-1,83,77
2019,227820020,-1,74,.,.,100,64,-1,73,57
2019,227820030,.,67,-1,-1,.,61,.,63,66
2019,227820041,-1,84,.,60,86,72,.,83,76
2019,227820042,-1,82,.,88,82,57,-1,79,75
2019,227820043,.,79,.,77,63,63,.,77,67
2019,227820044,-1,75,.,77,56,69,.,74,71
2019,227820050,90,84,.,91,73,93,100,87,73
2019,227820051,-1,83,.,.,88,80,.,82,71
2019,227820052,100,86,.,33,100,93,-1,86,77
2019,227820053,.,76,.,64,100,73,-1,74,70
2019,227820054,.,81,.,.,100,69,57,81,77
2019,227820055,.,83,.,-1,43,76,.,80,72
2019,227820056,88,89,.,-1,57,92,-1,89,86
2019,227820057,-1,79,-1,100,95,67,.,72,65
2019,227820058,-1,66,.,91,-1,70,-1,67,52
2019,227820059,100,78,-1,56,100,87,73,83,70
2019,227820060,-1,79,.,100,67,57,-1,77,70
2019,227820061,-1,69,.,100,100,58,.,69,68
2019,227820071,.,67,.,87,83,59,100,65,59
2019,227820072,.,77,-1,100,43,63,100,67,65
2019,227820073,-1,72,.,-1,.,62,25,66,68
2019,227820081,.,70,.,.,86,79,43,69,60
2019,227820082,-1,69,.,83,74,39,.,69,62
2019,227820083,-1,82,.,71,92,59,.,82,76
2019,227820101,.,69,.,.,87,92,.,69,67
2019,227820102,-1,64,.,-1,83,55,-1,61,62
2019,227820103,.,74,.,-1,73,100,.,73,72
2019,227820104,.,69,.,43,81,71,.,69,69
2019,227820205,100,90,.,-1,-1,96,88,92,86
2019,227820206,.,70,.,.,.,71,.,70,70
2019,227820207,100,90,.,.,-1,99,-1,92,86
2019,227820209,.,83,.,.,-1,90,.,82,71
2019,227820211,.,66,.,57,.,74,.,68,59
2019,227820212,76,87,.,-1,73,90,-1,87,85
2019,227820213,-1,71,.,-1,90,70,.,69,59
2019,227820214,.,72,.,100,.,60,.,63,43
2019,227820215,100,89,.,.,.,97,.,94,89
2019,227820216,.,.,.,.,.,.,.,.,.
2019,227820217,.,.,.,.,.,.,.,.,.
2019,227820301,.,47,.,100,56,46,.,43,32
2019,227820302,.,43,.,88,19,48,.,44,40
2019,227820303,.,78,.,-1,-1,67,-1,70,84
2019,227820401,.,53,.,.,.,82,-1,52,54
2019,227820402,.,48,.,-1,-1,52,.,47,40
2019,227821101,80,65,.,63,81,17,.,66,65
2019,227824001,.,70,.,60,67,75,.,70,65
2019,227824002,.,61,.,-1,85,65,.,63,50
2019,227824003,.,76,.,.,.,.,.,77,67
2019,227824004,.,71,.,.,100,50,.,69,62
2019,227825001,.,66,.,57,88,63,.,66,61
2019,227825003,.,58,.,100,93,69,.,59,49
2019,227826101,100,62,.,92,94,80,.,59,49
2019,227827001,-1,45,.,-1,63,45,-1,46,50
2019,227827002,.,.,.,.,-1,-1,.,80,.
2019,227827003,.,20,.,-1,-1,-1,.,64,-1
2019,227828001,.,65,.,-1,83,71,.,65,59
2019,227829001,100,72,.,79,89,68,.,72,63
2019,227901002,88,79,.,94,95,81,67,72,73
2019,227901004,82,70,.,85,75,75,.,71,67
2019,227901005,97,85,.,95,95,74,-1,77,75
2019,227901006,50,68,.,89,94,65,-1,68,60
2019,227901007,52,65,.,67,70,64,-1,66,57
2019,227901008,90,69,-1,81,88,60,-1,68,59
2019,227901009,92,85,-1,90,94,75,60,78,75
2019,227901012,.,.,.,.,.,.,.,.,.
2019,227901013,98,92,100,100,97,89,-1,87,84
2019,227901014,50,63,.,79,95,56,40,61,52
2019,227901015,.,74,.,-1,92,-1,.,70,71
2019,227901017,88,76,100,91,87,72,80,74,68
2019,227901018,100,100,-1,100,100,100,-1,100,100
2019,227901019,89,74,.,-1,60,66,.,72,68
2019,227901025,.,44,.,.,-1,43,.,48,46
2019,227901026,.,71,.,.,.,38,.,64,64
2019,227901027,.,.,.,.,.,.,.,.,.
